episode,steps,global_step_end,episode_time_s,elapsed_run_time_s,total_reward,total_reward_raw,total_reward_benefit,total_reward_chemical_cost,total_reward_ph_cost,total_stage1_vfa_produced_kgCOD,total_stage2_vfa_removed_kgCOD,total_stage1_ch4_m3,total_stage2_ch4_m3,total_total_ch4_m3,total_chemical_m3,total_chemical_kmol,total_ph_violation_pH_d,final_stage1_pH,final_stage2_pH,mean_stage1_pH,mean_stage2_pH,update_policy_loss,update_value_loss,update_entropy,update_approx_kl
10,168,1848,5.910246849060059,78.8497633934021,39.719622157216584,3971.9622157216586,12150.572719922824,231.08583333333337,7947.524670867831,945.64033972174,865.385755125657,10883.137403457622,1267.435316465203,12150.572719922824,60.624999999999986,1155.4291666666668,15.895049341735664,8.158703551531744,9.620580861997894,7.665552108469376,8.757581961495706,,,,
11,168,2016,5.896795034408569,85.77572417259216,3.9164181982483868,391.64181982483933,12334.026233403427,308.5258333333336,11633.858580245254,1194.7175133136575,1080.5514173726565,11008.98651921094,1325.039714192487,12334.026233403427,76.25000000000003,1542.6291666666677,23.267717160490506,7.793584058076724,12.503515894972418,7.735406592016938,9.79667810105888,,,,
12,168,2184,5.880926132202148,92.57635998725891,49.9176870987855,4991.76870987855,12015.832667521618,273.9541666666669,6750.109790976402,868.7833987257386,821.6200610153869,10705.197564864062,1310.6351026575562,12015.832667521618,74.5416666666667,1369.7708333333344,13.500219581952804,8.194770341193443,9.809239948453008,7.622014769880961,8.475566973373521,,,,
13,168,2352,5.672559499740601,99.23573660850525,38.53293843210339,3853.2938432103388,12414.958812284865,285.5925000000001,8276.072469074526,784.2058221786253,705.8469554583048,11157.010191983547,1257.948620301319,12414.958812284865,76.45833333333333,1427.9625000000003,16.552144938149056,7.532635755621123,11.772779702349899,7.558656896629078,9.003796070246096,,,,
14,168,2520,5.919606447219849,106.24380087852478,25.827264238992097,2582.7264238992093,11684.664463811994,337.6008333333335,8764.337206579452,1521.3999329643061,1427.261771496204,10185.895100729136,1498.7693630828592,11684.664463811994,94.16666666666669,1688.0041666666677,17.528674413158903,8.430517693833943,9.326694533833468,7.949929817517702,8.733881422448961,,,,
15,168,2688,6.063662767410278,113.63317394256592,19.253905052690527,1925.3905052690527,11797.979245842922,267.95666666666665,9604.632073907203,2836.8015589406896,2631.4726440330583,10156.700183300567,1641.279062542355,11797.979245842922,70.62499999999997,1339.7833333333333,19.20926414781441,7.770512782661512,9.72178033375585,8.024003715528313,8.892951105420428,-0.051851339638233185,16.842708587646484,3.454418182373047,3.8640573620796204e-05
16,168,2856,5.596354246139526,120.45688343048096,23.200879676596426,2320.087967659643,12385.714313662898,256.40499999999975,9809.221346003254,660.06157359324,562.3109909017072,11200.520243799605,1185.1940698632925,12385.714313662898,66.62499999999997,1282.0249999999987,19.61844269200651,7.581892353180864,11.962611748301567,7.428399796885347,9.581721449180542,,,,
17,168,3024,5.810225486755371,127.49469232559204,11.618184515502174,1161.8184515502176,12331.393759460821,284.38500000000016,10885.190307910605,1603.236558282383,1417.9081186920394,10947.445383248461,1383.9483762123593,12331.393759460821,71.12500000000006,1421.9250000000006,21.77038061582121,7.634921843720415,12.281072307585731,7.805547698691358,9.509778575710666,,,,
18,168,3192,5.744538307189941,134.6652557849884,56.351005765486505,5635.10057654865,12457.169532995487,276.3025000000002,6545.766456446838,1061.932907070147,1016.406426847071,11092.300217122538,1364.8693158729488,12457.169532995487,75.83333333333337,1381.5125000000007,13.091532912893674,7.712067725411119,9.81631653174473,7.712498661253001,8.233509370061102,,,,
19,168,3360,5.77680516242981,141.75091934204102,-20.659970307184253,-2065.9970307184262,11636.299774985304,317.52250000000015,13384.77430570373,1414.6923930927778,1269.159176983907,10463.52007133162,1172.7797036536836,11636.299774985304,81.2916666666667,1587.6125000000006,26.76954861140746,7.793648807491018,12.251894572460365,7.7466106877716205,10.264475182487493,,,,
20,168,3528,6.23343563079834,149.30248975753784,-16.804793847039782,-1680.479384703978,12230.618893184317,299.4450000000003,13611.653277888294,825.2752567614399,691.0724609164201,11048.944961490179,1181.673931694136,12230.618893184317,74.00000000000004,1497.2250000000008,27.22330655577659,7.656631634065927,12.44689587807377,7.64435096645772,10.43937966145111,,,,
21,168,3696,5.839316129684448,156.54747605323792,48.14853695458757,4814.853695458758,11667.697202789572,255.28416666666664,6597.559340664147,777.2959791703006,727.0353094513365,10534.458520561153,1133.2386822284188,11667.697202789572,70.62499999999997,1276.4208333333331,13.195118681328296,8.328892956996238,9.54082082989873,7.528240534628318,8.418531436036877,,,,
22,168,3864,6.38714075088501,164.51243448257446,-100.07452921331101,-10007.452921331102,9294.912492784928,343.3741666666665,18958.99124744936,3954.015416578715,3551.5012638597964,7989.113924829787,1305.7985679551412,9294.912492784928,84.0416666666666,1716.8708333333325,37.91798249489872,7.811569125484439,12.449413235858694,8.42899516171118,11.19491175174142,,,,
23,168,4032,6.076339244842529,172.1861822605133,19.06260085921992,1906.260085921991,11739.433245566357,311.5208333333336,9521.652326311032,1679.5926383623278,1562.0186391984123,10375.366415271837,1364.0668302945182,11739.433245566357,80.0,1557.6041666666679,19.043304652622062,8.329718801677299,12.195178767656035,7.831349044507244,9.088074890923698,-0.05989121273159981,37.68875503540039,3.4528870582580566,5.2310155297163874e-05
24,168,4200,5.80059027671814,179.7073426246643,-5.269507239532945,-526.9507239532941,11624.012158787122,275.54916666666634,11875.413716073748,1528.6023219833776,1386.277761980907,10353.768325098154,1270.2438336889663,11624.012158787122,69.7916666666666,1377.7458333333316,23.750827432147496,9.03710420875167,11.47044658090838,7.874282630619581,9.668248726492381,,,,
25,168,4368,5.737193584442139,187.26568245887756,-25.973432970734237,-2597.3432970734234,11518.938589378638,302.18250000000006,13814.099386452064,1174.6664040444234,1064.364301158668,10305.450956975108,1213.4876324035329,11518.938589378638,73.29166666666669,1510.9125000000001,27.628198772904124,8.310504734554064,12.457103436258942,7.758070169262799,10.372350057593831,,,,
26,168,4536,6.249162197113037,195.37510919570923,41.04654474431835,4104.654474431835,12118.142100097182,298.6250000000002,7714.862625665346,1230.6051184973107,1164.1450646743433,10846.423373467682,1271.7187266295018,12118.142100097182,81.41666666666669,1493.125000000001,15.429725251330694,7.742302798583762,10.225666821812633,7.778649807180629,8.543030707837161,,,,
27,168,4704,6.658285140991211,203.76453042030334,23.04362064825682,2304.362064825682,11705.568104846818,280.55250000000024,9120.653540021136,2887.111697183774,2739.033555079074,9905.6260420082,1799.9420628386174,11705.568104846818,75.54166666666669,1402.7625000000012,18.241307080042272,7.70306099540902,9.581701859109998,8.076189353812232,8.710851557068963,,,,
28,168,4872,6.546708106994629,212.18952417373657,53.608286945000685,5360.828694500068,12190.322377190132,248.61749999999984,6580.876182690063,1206.0945742831645,1158.0989377320225,10768.5985223646,1421.723854825531,12190.322377190132,69.29166666666663,1243.0874999999992,13.161752365380126,8.324536695322221,9.05203888091136,7.77378755406635,8.115221077833525,,,,
29,168,5040,5.953469276428223,219.81096577644348,29.448284385592768,2944.828438559277,11933.296609276502,228.9291666666668,8759.539004050555,1270.7582693300699,1179.871410308619,10583.118487315656,1350.1781219608447,11933.296609276502,58.45833333333336,1144.645833333334,17.51907800810111,7.925952935937258,9.9030774054275,7.792417818316181,8.910311862292414,,,,
30,168,5208,6.110482692718506,227.64928674697876,37.434695282694705,3743.4695282694706,12450.36628509577,274.4141666666669,8432.48259015963,1131.8527704386047,1049.23162448416,11059.381561491791,1390.984723603976,12450.36628509577,73.58333333333341,1372.0708333333343,16.86496518031926,7.552264689758421,9.918977962564902,7.763143328505832,8.84431855098629,,,,
31,168,5376,6.114879608154297,235.67620491981506,41.251052630420546,4125.1052630420545,12363.809243522126,284.42166666666674,7954.2823138134045,1576.983892163278,1485.7413693960364,10774.451636806098,1589.3576067160263,12363.809243522126,77.70833333333333,1422.1083333333338,15.908564627626808,7.9851870559687335,9.607836043332606,7.84256869766921,8.591557407376959,-0.08159732818603516,22.535091400146484,3.4512736797332764,4.444699879968539e-05
32,168,5544,5.864102363586426,243.44540786743164,21.650881830667345,2165.088183066734,12334.409104588887,299.5125000000001,9869.808421522153,1048.3305639994283,972.5891533767751,11011.725624132949,1322.6834804559373,12334.409104588887,76.00000000000003,1497.5625000000005,19.739616843044303,7.830614924928711,12.3222004145006,7.751479445461634,9.23650543107273,,,,
33,168,5712,4.909315586090088,249.97510766983032,39.858002081251406,3985.8002081251407,11682.41458755852,237.20166666666663,7459.412712766714,1711.347811084727,1636.212264169803,10229.097801434458,1453.3167861240627,11682.41458755852,61.91666666666665,1186.0083333333332,14.918825425533429,7.792070195662318,9.607865868445236,7.882464892737837,8.421705682512137,,,,
34,168,5880,4.841291904449463,256.63852524757385,69.65200428656428,6965.200428656427,12446.861798645012,249.5366666666669,5232.124703321917,760.3042787741374,729.249177064172,11171.433983574254,1275.4278150707573,12446.861798645012,74.75000000000006,1247.6833333333345,10.464249406643836,7.042499015668172,8.78631216361029,7.535990125728089,7.950837350920763,,,,
35,168,6048,4.80539608001709,263.13954162597656,15.386463302910158,1538.6463302910158,12257.984724868431,323.8816666666668,10395.45672791075,1525.6201075757972,1368.9696251422467,10901.345228505197,1356.6394963632363,12257.984724868431,86.83333333333337,1619.4083333333335,20.790913455821503,7.511669110967884,11.86041602738366,7.819320142191664,9.347694975910507,,,,
36,168,6216,4.623147487640381,269.53834772109985,45.24893438861357,4524.893438861356,12363.51875609329,239.80166666666685,7598.823650565266,2523.4704859071308,2413.869450219121,10398.367796292277,1965.150959801013,12363.51875609329,67.91666666666673,1199.0083333333341,15.197647301130532,7.924269071549363,8.615333947631845,7.975444205156843,8.360834601319814,,,,
37,168,6384,4.776198148727417,276.10019850730896,20.027848239094226,2002.7848239094224,12393.323672142946,289.1174999999999,10101.421348233522,945.8703635845661,835.7153738771258,11151.100040100706,1242.2236320422398,12393.323672142946,76.24999999999999,1445.5874999999994,20.202842696467044,7.640060504422986,11.784794613069275,7.6751092244529175,9.384299012952594,,,,
38,168,6552,4.682443141937256,282.6071481704712,9.85685249458647,985.6852494586465,12048.564538839444,294.67500000000007,10768.204289380796,1183.2918366253275,1084.737936810403,10819.525347186966,1229.0391916524777,12048.564538839444,75.37500000000001,1473.3750000000005,21.53640857876159,7.550403108695099,12.294217409343668,7.6844587830324445,9.562862965230911,,,,
39,168,6720,4.718494653701782,289.18627405166626,35.28832215568987,3528.8322155689875,11999.796033558905,258.8016666666667,8212.162151323253,1318.401329525077,1216.1991977985238,10626.671309291647,1373.1247242672591,11999.796033558905,68.29166666666666,1294.0083333333332,16.424324302646504,8.676042010456403,9.675834161839292,7.824557465084281,8.680561283834754,-0.007956041023135185,19.509225845336914,3.4475319385528564,0.00010176878276979551
40,168,6888,4.867834806442261,296.06284856796265,-4.482960104733841,-448.29601047338383,10600.011993977983,246.19916666666677,10802.1088377847,2311.499850939148,2141.9844060816154,9211.97017656143,1388.0418174165545,10600.011993977983,59.583333333333364,1230.9958333333338,21.604217675569405,8.962838942978728,11.466716317698381,8.156880696406414,9.102969191965345,,,,
41,168,7056,4.726619005203247,302.71933913230896,28.381246326838095,2838.12463268381,11083.26991606102,280.37333333333345,7964.771950043874,1303.5012806999353,1232.2378223219962,9792.158975366227,1291.1109406947912,11083.26991606102,74.25,1401.8666666666672,15.929543900087749,9.018311905469517,10.215826863746672,7.805044335641331,8.666227310702185,,,,
42,168,7224,4.620965242385864,309.31849193573,65.6415818744753,6564.1581874475305,12453.191854279534,250.9966666666669,5638.0370001653355,701.9773031378741,663.7422288329658,11132.454739209603,1320.7371150699305,12453.191854279534,71.70833333333334,1254.9833333333343,11.27607400033067,7.399504132574951,9.297979275740913,7.45889465679318,8.328859631023896,,,,
43,168,7392,4.726454257965088,316.079372882843,22.867717870751413,2286.771787075141,12200.223666213944,299.4841666666667,9613.967712472137,1020.8204608560567,940.174459180946,10937.834390952048,1262.3892752618976,12200.223666213944,75.58333333333334,1497.4208333333331,19.227935424944274,8.100827318337805,12.369500552798714,7.70414483173381,9.17890357658562,,,,
44,168,7560,5.532040119171143,323.8080565929413,52.079239718420155,5207.923971842014,12437.235224803908,257.4191666666667,6971.892086295225,1275.4156508143017,1213.2164262330384,10990.012038640216,1447.2231861636933,12437.235224803908,70.45833333333337,1287.0958333333333,13.943784172590455,7.6330121112308955,9.571071604395195,7.7361565896768765,8.339258525049617,,,,
45,168,7728,6.143579483032227,332.198858499527,58.384965827009204,5838.49658270092,11801.253368027592,232.63000000000008,5730.126785326673,1166.3897497170829,1138.8581039664332,10486.507214653382,1314.7461533742112,11801.253368027592,66.20833333333334,1163.1500000000003,11.460253570653345,7.659650366970973,9.019287121689299,7.7907089320340805,7.623530418330708,,,,
46,168,7896,6.194496393203735,340.80253291130066,49.794699576183255,4979.469957618326,12504.343432560363,264.30583333333357,7260.567641608703,942.0977376381005,885.6429222363245,11186.631365040063,1317.7120675202996,12504.343432560363,71.33333333333337,1321.5291666666676,14.521135283217408,7.531203417193867,10.270020235922345,7.664477430461452,8.48951975905039,,,,
47,168,8064,5.988548755645752,349.1464669704437,66.67851310344663,6667.851310344663,12361.120437250138,245.23166666666674,5448.037460238807,615.9750361281947,571.3526632255381,11158.648707571781,1202.471729678356,12361.120437250138,70.875,1226.1583333333338,10.896074920477613,7.507363551312129,9.228118916772923,7.304479847415846,8.411993700694284,0.013992592692375183,26.93972396850586,3.442115306854248,0.00016457997844554484
48,168,8232,6.176900625228882,357.81709575653076,54.147817366559636,5414.781736655963,12415.756004111528,261.6633333333333,6739.3109341222325,792.4717316290589,730.2026352002522,11131.729762121508,1284.0262419900223,12415.756004111528,76.12499999999997,1308.3166666666666,13.478621868244465,7.6175607378804795,8.936167977361182,7.51555112939739,8.571533747141205,,,,
49,168,8400,6.0433595180511475,366.3549864292145,13.47619735869483,1347.6197358694826,10862.972308813904,288.24333333333334,9227.109239611085,2224.2685875850348,2083.98781629285,9498.324023578705,1364.648285235196,10862.972308813904,77.83333333333333,1441.2166666666667,18.454218479222174,7.983721988892226,9.486560402979846,7.982351340926365,8.789011257492758,,,,
50,168,8568,6.2851362228393555,375.1791431903839,-34.604367437756395,-3460.4367437756396,9651.718598636566,321.3241666666662,12790.83117574554,3591.613328769222,3327.2028999336335,8268.574373022808,1383.1442256137582,9651.718598636566,81.45833333333319,1606.6208333333311,25.581662351491076,8.015868886050685,12.200949681044046,8.258477171314336,9.561199593521568,,,,
51,168,8736,6.127599239349365,383.83963561058044,28.8109762189933,2881.0976218993305,11957.11778576425,270.36500000000007,8805.655163864918,1578.358980185978,1463.6646289229286,10506.561942829801,1450.5558429344496,11957.11778576425,71.79166666666671,1351.8250000000003,17.61131032772984,8.11488246558351,9.848659192714496,7.873563663966647,8.785745252374541,,,,
52,168,8904,6.171556234359741,392.8418140411377,44.70100876177579,4470.100876177578,12340.095471244025,258.9191666666666,7611.07542839978,1275.8545710914734,1185.8717954272072,10981.602736512714,1358.4927347313107,12340.095471244025,73.04166666666669,1294.595833333333,15.222150856799558,7.682686503200835,9.04885251311867,7.709059791473343,8.618462371082414,,,,
53,168,9072,6.157618761062622,401.94196462631226,-16.709342261020087,-1670.9342261020092,11441.432303549685,293.76666666666677,12818.599862985031,2246.791924492707,2047.454143302227,10006.473097269738,1434.9592062799477,11441.432303549685,71.08333333333336,1468.833333333334,25.637199725970056,8.514726868573083,12.35318192221752,8.05071987103916,9.7732773588077,,,,
54,168,9240,7.095521450042725,413.1444094181061,38.90046878470601,3890.0468784706004,12427.83746578776,257.92166666666634,8279.868920650493,1450.3684373386504,1346.0594893188568,10948.595988382436,1479.2414774053236,12427.83746578776,70.12499999999989,1289.6083333333318,16.559737841300986,7.55525893108557,9.438327213482196,7.835413597389961,8.728806353032562,,,,
55,168,9408,7.600770473480225,427.11934304237366,0.6823871732464752,68.2387173246475,10359.946551636638,255.10583333333346,10036.602000978655,1932.8320661051855,1818.4134106258293,9010.511864431366,1349.43468720527,10359.946551636638,67.66666666666669,1275.5291666666674,20.07320400195731,8.185290584312378,9.570107381719497,8.235383402739746,8.800764797837429,0.024687573313713074,19.620553970336914,3.4363951683044434,0.0006821934366598725
56,168,9576,7.324453115463257,441.268917798996,65.86529697064736,6586.529697064736,12517.09100729668,214.36666666666667,5716.194643565279,805.5247033664618,770.5023914699275,11205.49728213143,1311.5937251652508,12517.09100729668,59.54166666666665,1071.8333333333333,11.432389287130558,7.2324278659345556,9.27417488824726,7.586741351483795,8.068949484213151,,,,
57,168,9744,7.363849878311157,456.06285190582275,62.993448459605396,6299.344845960541,12531.144719632444,236.25666666666666,5995.543207005238,1055.5366048439369,1016.8201623663251,11076.815478524506,1454.3292411079387,12531.144719632444,68.1666666666666,1181.283333333333,11.991086414010477,7.327345683763367,8.915366097952955,7.687014074745209,8.14541756764653,,,,
58,168,9912,7.148507833480835,470.54185461997986,4.455375107384516,445.5375107384516,11044.397827196606,255.76416666666668,10343.096149791489,1675.0591133676662,1562.2731342644227,9731.625229959584,1312.7725972370235,11044.397827196606,63.91666666666666,1278.8208333333332,20.686192299582977,8.032976367577739,11.708674524990323,7.984518016988104,9.152668006329103,,,,
59,168,10080,7.0604846477508545,484.3547623157501,25.51439841982043,2551.4398419820427,12011.260988043525,273.97499999999985,9185.846146061482,931.9568751396953,855.646153457023,10893.383697546305,1117.8772904972207,12011.260988043525,72.83333333333333,1369.874999999999,18.371692292122965,7.806766365505144,11.769669998358951,7.648959889885846,8.926552658728768,,,,
60,168,10248,7.53129768371582,499.6433296203613,69.22085050509247,6922.085050509248,12584.937283393414,237.88583333333324,5424.9663995508345,1177.9239747052152,1148.2455140160787,11082.37370126486,1502.5635821285555,12584.937283393414,69.29166666666659,1189.429166666666,10.84993279910167,7.490143385516076,8.79299725271887,7.700202241135958,7.930846103422138,,,,
61,168,10416,7.4388298988342285,513.1678795814514,58.85864826396656,5885.864826396655,12322.043354875528,279.31416666666667,6156.864361812206,1306.3308283623683,1260.0985947950414,10848.927378805878,1473.1159760696514,12322.043354875528,80.49999999999997,1396.5708333333332,12.313728723624411,7.603509513981154,8.899090088213962,7.7709683182712705,8.152578107517082,,,,
62,168,10584,7.292609214782715,527.9442415237427,41.06595583491588,4106.5955834915885,12212.550940052122,309.36249999999984,7796.5928565605345,797.5120825750107,722.7042490734775,11032.001779378716,1180.5491606734079,12212.550940052122,86.87499999999993,1546.8124999999993,15.593185713121068,8.036898981225235,9.71178094908672,7.492558919909832,8.879363883256579,,,,
63,168,10752,7.7639384269714355,542.454128742218,39.408390768641226,3940.8390768641225,12435.46503821374,254.4325000000001,8240.19346134962,1374.6443225804296,1275.7874741745009,10951.225286970235,1484.2397512435045,12435.46503821374,67.16666666666666,1272.1625000000006,16.48038692269924,7.954273750268037,9.882968652900173,7.824669804965806,8.698575471552308,-0.02802787348628044,24.24505043029785,3.4269657135009766,0.0005785009125247598
64,168,10920,8.71309781074524,559.9884994029999,62.44280339578531,6244.280339578532,12087.91635279961,225.32166666666689,5618.314346554411,1036.8761869842715,1003.7567729485645,10720.745702315748,1367.1706504838621,12087.91635279961,63.833333333333385,1126.6083333333345,11.236628693108823,8.060426490184517,8.806410225873647,7.710014900030584,7.844509981369705,,,,
65,168,11088,8.705472469329834,576.2848501205444,47.98927678934565,4798.927678934566,12028.226407166843,280.0750000000002,6949.2237282322785,1109.9002325835452,1051.495967556668,10637.765405905891,1390.461001260952,12028.226407166843,77.25000000000003,1400.375000000001,13.898447456464556,8.632599251566115,9.521038494165026,7.683370009751692,8.492560228519919,,,,
66,168,11256,8.108096837997437,592.4266815185547,52.50860203417247,5250.860203417247,12330.73714494758,230.07916666666677,6849.797774863666,989.773168304636,927.6282170324439,11001.505940948282,1329.231203999299,12330.73714494758,64.62500000000001,1150.3958333333337,13.69959554972733,7.744669005548678,9.022566682537573,7.601687016800237,8.457672296872792,,,,
67,168,11424,9.822182416915894,611.2116913795471,41.07294774742496,4107.294774742497,12220.599983913904,255.41249999999965,7857.892709171408,739.8226828406189,641.3015007976647,10965.307371565237,1255.2926123486668,12220.599983913904,70.83333333333326,1277.0624999999982,15.715785418342817,7.860881341076878,9.305695462951459,7.512164241045271,8.9370919257918,,,,
68,168,11592,7.193429946899414,626.5065829753876,32.85278241181016,3285.2782411810153,11914.286060288745,252.96416666666656,8376.043652441062,1503.099866007718,1403.0903817798617,10548.048035113263,1366.2380251754807,11914.286060288745,64.04166666666663,1264.8208333333323,16.752087304882124,7.950584001546541,11.705595153974473,7.814498368278324,8.724721228150475,,,,
69,168,11760,7.387552261352539,640.9796900749207,32.720375059789674,3272.0375059789676,12401.21689389836,242.1925,8886.986887919393,908.253235701799,772.3372453008203,11124.183734687254,1277.0331592111054,12401.21689389836,64.12500000000003,1210.9624999999999,17.773973775838783,7.710207322535512,9.748408175788716,7.6429540509211975,9.095243903114532,,,,
70,168,11928,7.150800704956055,655.743152141571,48.84033219381254,4884.033219381255,12361.075717271746,270.3158333333334,7206.726664557159,725.8599758542443,668.9607582557264,11121.574631295483,1239.5010859762629,12361.075717271746,73.08333333333333,1351.5791666666669,14.413453329114319,7.668072737570726,11.591151787249476,7.4920017119353925,8.667470589442663,,,,
71,168,12096,6.8489062786102295,670.3013429641724,14.774678197169926,1477.4678197169928,12069.187123910571,308.9675,10282.751804193578,1455.028644633306,1336.2728646868668,10779.919557827125,1289.2675660834439,12069.187123910571,83.41666666666667,1544.8375,20.565503608387157,7.494721951140259,11.46600089265332,7.744089047173407,9.364733437564201,0.0010581373935565352,16.502099990844727,3.417487382888794,0.0005414232728071511
72,168,12264,7.420151472091675,686.293939113617,65.1176562088595,6511.765620885949,12378.64460917013,238.43666666666672,5628.442321617512,693.9555844536903,652.7730637100963,11134.288043667946,1244.3565655021816,12378.64460917013,69.33333333333337,1192.1833333333334,11.256884643235022,7.149698263957142,9.12656407641192,7.421432675384556,8.238503248731545,,,,
73,168,12432,8.15596318244934,702.0170435905457,42.53993674810471,4253.993674810471,12420.493044864805,256.57166666666666,7909.927703387667,1732.8382480484502,1620.3724459755745,10900.96450498507,1519.5285398797346,12420.493044864805,70.08333333333331,1282.8583333333331,15.819855406775332,7.684107932927893,9.369965328372746,7.800782893444209,8.642323718110633,,,,
74,168,12600,7.758033037185669,718.5380492210388,63.289660360694015,6328.9660360694015,12499.541816484723,233.92666666666648,5936.649113748656,702.1774139664575,656.9671691932247,11186.210323320618,1313.331493164108,12499.541816484723,64.45833333333331,1169.6333333333323,11.873298227497312,7.5131992064954884,9.564811260156414,7.4844842026091625,8.379371750599965,,,,
75,168,12768,7.7490153312683105,735.0175504684448,67.34809764769938,6734.809764769938,12388.305869105927,193.5566666666665,5459.939437669323,569.0704254729299,524.3171987465589,11140.222728764977,1248.0831403409502,12388.305869105927,54.37499999999998,967.7833333333324,10.919878875338647,7.388928943588929,9.21972860915877,7.279542094595578,8.450577544364322,,,,
76,168,12936,8.476531744003296,751.0747354030609,37.380971238991926,3738.097123899193,12110.932709268465,254.8741666666666,8117.961418702604,705.9369888602849,623.8663759460308,10918.691388223579,1192.2413210448858,12110.932709268465,68.62499999999997,1274.370833333333,16.23592283740521,8.685608550024707,9.560079663505459,7.495214150808246,8.996085448075355,,,,
77,168,13104,7.73324728012085,766.7100636959076,33.36409537988823,3336.4095379888226,12376.078971649955,244.63583333333324,8795.033600327799,1124.0119711429786,1013.4660594017327,11070.594030584149,1305.4849410658044,12376.078971649955,63.79166666666664,1223.1791666666659,17.590067200655596,7.679732174417771,11.166649011971172,7.657175849079121,9.030007137107578,,,,
78,168,13272,6.786524772644043,780.9068727493286,49.15151486677243,4915.151486677243,12082.040394373034,212.4974999999999,6954.391407695792,2319.365357526763,2245.3199075113507,10213.700293757262,1868.3401006157728,12082.040394373034,58.91666666666661,1062.4874999999993,13.908782815391584,7.7830653667479766,8.775665915117441,7.952597526620717,8.176355014110161,,,,
