policy,fixed_action,action,stage1_signed_m3_d,stage2_signed_m3_d,stage1_q_NaOH_m3_d,stage1_q_HCl_m3_d,stage2_q_NaOH_m3_d,stage2_q_HCl_m3_d,total_reward,total_reward_raw,total_reward_benefit,total_reward_chemical_cost,total_reward_ph_cost,total_stage1_vfa_produced_kgCOD,total_stage2_vfa_removed_kgCOD,total_stage1_ch4_m3,total_stage2_ch4_m3,total_total_ch4_m3,total_chemical_m3,total_chemical_kmol,total_ph_violation_pH_d,steps,final_time_d,final_stage1_pH,final_stage2_pH,mean_stage1_pH,mean_stage2_pH,mean_stage1_acid_yield,mean_stage2_vfa_conversion,mean_stage2_ch4_per_vfa_in
fixed_open_loop_action,0,0.0,-40.0,-100.0,0.0,40.0,0.0,100.0,-393.88224679766375,-39388.224679766376,648.9795704170511,2214.8,37822.40425018343,285.94457363801183,141.9441265756309,123.75032085300501,525.2292495640461,648.9795704170511,980.0,11073.999999999998,75.64480850036685,168,7.0,-0.23477884447086925,-0.25386863074721916,0.2625838932812025,0.45642086704344575,0.008172778755510457,0.4260618316113947,2.505249149068076
fixed_open_loop_action,1,1.0,-40.0,-10.0,0.0,40.0,0.0,10.0,-297.37769038169864,-29737.769038169867,1346.8991888618775,791.0,30293.668227031743,285.94457363801183,157.075061046252,123.75032085300501,1223.1488680088723,1346.8991888618775,349.99999999999994,3954.9999999999995,60.58733645406349,168,7.0,-0.23477884447086925,0.4539581637923583,0.2625838932812025,2.636711398208423,0.008172778755510457,0.44512905695675675,3.8044544359099577
fixed_open_loop_action,2,2.0,-40.0,-2.0,0.0,40.0,0.0,2.0,-256.5902667267487,-25659.026672674874,1892.3901807659227,664.44,26886.976853440796,285.94457363801183,148.00257087523906,123.75032085300501,1768.639859912918,1892.3901807659227,294.0,3322.2000000000003,53.7739537068816,168,7.0,-0.23477884447086925,0.6531976005140789,0.2625838932812025,3.6569079445972568,0.008172778755510457,0.38964705804030136,5.409869266226368
fixed_open_loop_action,3,3.0,-40.0,0.0,0.0,40.0,0.0,0.0,-242.44193276130048,-24244.19327613005,2126.956127606575,632.8000000000001,25738.349403736625,285.94457363801183,155.84509184644128,123.75032085300501,2003.2058067535702,2126.956127606575,280.0,3163.9999999999995,51.47669880747324,168,7.0,-0.23477884447086925,0.7220137433447713,0.2625838932812025,4.012254533425727,0.008172778755510457,0.4154459764766711,6.197094627866305
fixed_open_loop_action,4,4.0,-40.0,2.0,0.0,40.0,2.0,0.0,-204.92361446449203,-20492.361446449206,2884.4168793061585,702.8,22673.97832575536,285.94457363801183,182.4555083915027,123.75032085300501,2760.6665584531534,2884.4168793061585,294.0,3514.0,45.34795665151073,168,7.0,-0.23477884447086925,0.9315314215556412,0.2625838932812025,5.012167043987939,0.008172778755510457,0.5163175154749,9.118166380594113
fixed_open_loop_action,5,5.0,-40.0,10.0,0.0,40.0,10.0,0.0,-211.95072648909328,-21195.07264890933,2583.8472366821507,982.8000000000001,22796.119885591477,285.94457363801183,74.52359659268443,123.75032085300501,2460.0969158291455,2583.8472366821507,349.99999999999994,4914.0,45.59223977118296,168,7.0,-0.23477884447086925,9.174731096605322,0.2625838932812025,9.735193579301786,0.008172778755510457,0.17976757087009504,10.35580769729837
fixed_open_loop_action,6,6.0,-40.0,50.0,0.0,40.0,50.0,0.0,-351.5203077324884,-35152.030773248836,2207.4732486436415,2382.8,34976.70402189248,285.94457363801183,25.59428576624253,123.75032085300501,2083.7229277906367,2207.4732486436415,630.0,11914.0,69.95340804378495,168,7.0,-0.23477884447086925,13.822249957535652,0.2625838932812025,13.23273472986544,0.008172778755510457,0.058715010345693784,8.752460652874303
fixed_open_loop_action,7,7.0,-5.0,-100.0,0.0,5.0,0.0,100.0,-306.7044154416153,-30670.44154416153,2451.702873124425,1661.1000000000001,31461.04441728596,1199.636107227758,945.8128244954888,1923.8691254700793,527.8337476543456,2451.702873124425,735.0,8305.5,62.92208883457192,168,7.0,0.740412835861199,-0.19080698214471573,2.521178779883987,0.49748179133997944,0.034287625628825535,0.7541200301592472,2.6692740556144003
fixed_open_loop_action,8,8.0,-5.0,-10.0,0.0,5.0,0.0,10.0,-172.9914862112993,-17299.14862112993,3188.856566822849,237.3,20250.70518795278,1199.636107227758,1020.5545309909569,1923.8691254700793,1264.9874413527696,3188.856566822849,105.00000000000001,1186.4999999999998,40.50141037590555,168,7.0,0.740412835861199,0.9610953562936125,2.521178779883987,3.7353862061816314,0.034287625628825535,0.8286239923742093,3.466970520910956
fixed_open_loop_action,9,9.0,-5.0,-2.0,0.0,5.0,0.0,2.0,-36.71852096053031,-3671.852096053032,6347.8091588750685,110.73999999999998,9908.9212549281,1199.636107227758,1161.9054994627743,1923.8691254700793,4423.940033404989,6347.8091588750685,49.0,553.6999999999998,19.8178425098562,168,7.0,0.740412835861199,6.410727613341518,2.521178779883987,6.853651063182234,0.034287625628825535,0.9470263152105205,5.884988039567681
