prbs_segment,start_d,end_d,duration_d,pH_sp,stage2_pH_start,stage2_pH_end,stage2_pH_min,stage2_pH_max,MAE_pH,RMSE_pH,final_abs_error_pH,q_NaOH_max_m3_d,q_HCl_max_m3_d
127,225.26208261558048,227.99319215077875,2.7311095351982715,8.4,6.994267548384337,8.396911425738681,6.994267548384337,8.49666973222901,0.09030308062779574,0.3220068372923047,0.0030885742613193656,8.029943456523421,0.9110990534531226
128,227.99319215077875,229.26297934786652,1.2697871970877657,7.0,8.39692633314478,6.993915762628236,6.906665302258369,8.39692633314478,0.08554392421012498,0.2705684140511025,0.006084237371763557,0.2764344916881036,17.913778076544883
129,229.26297934786652,231.4312798699914,2.1683005221248948,8.4,6.993933353109557,8.39570096766191,6.993933353109557,8.489800027870844,0.11314249887052867,0.36208348754865566,0.0042990323380909246,8.02463771256187,0.8373661247753605
130,231.4312798699914,231.9508378988816,0.5195580288901738,7.0,8.39572121619865,7.01241233190645,6.90518620520103,8.395842507286007,0.36469629832600603,0.6415536869107953,0.012412331906450191,0.2794717443419546,17.91293735790621
131,231.9508378988816,233.9924180284128,2.041580129531212,8.4,7.010549135214165,8.394771280573805,7.00288244477747,8.481788345883048,0.07703615620416826,0.27876600651366684,0.005228719426195738,7.961697621621668,0.9077497234859964
132,233.9924180284128,234.9300752851932,0.9376572567803976,7.0,8.394796347938822,6.992888406006854,6.909747555072778,8.394796347938822,0.11174640667417765,0.3140295429823725,0.007111593993146315,0.2468997984470177,17.912498174957953
133,234.9300752851932,235.5351038763409,0.6050285911477147,8.4,6.992893328401885,8.392695250192668,6.992893328401885,8.483685285395484,0.2937034287537539,0.5793415367490489,0.0073047498073322,8.01969315522068,0.7827779723033012
134,235.5351038763409,238.15877295451057,2.6236690781696552,7.0,8.392521184727794,6.995346986466059,6.886003342828623,8.392521184727794,0.08564299667444346,0.31005179423359286,0.004653013533941319,0.3648723161644673,17.917096889098893
135,238.15877295451057,239.3260017871877,1.1672288326771252,8.4,6.995382084724829,8.394652891667068,6.995382084724829,8.50167625650089,0.17978213438190838,0.45425448134132573,0.005347108332932393,8.033641946773665,0.9547807551917896
136,239.3260017871877,242.26709916441013,2.941097377222434,7.0,8.394678005770134,6.996752387016917,6.87915314898143,8.39477910259819,0.05722548379949471,0.24248825907001142,0.003247612983082959,0.4282016448228724,17.91052599720475
137,242.26709916441013,243.914956816138,1.6478576517278611,8.4,6.996802580600211,8.396608910868066,6.996802580600211,8.505796722843693,0.14590053455016683,0.4130089431959836,0.0033910891319344216,8.03674370721443,0.9841097366491663
138,243.914956816138,245.35429140340295,1.439334587264966,7.0,8.396625511966533,6.995153100181863,6.886347020184019,8.39675952669251,0.15331525827845408,0.41959410310586975,0.004846899818137018,0.3960349386362295,17.912325203000247
139,245.35429140340295,246.7142545667758,1.3599631633728393,8.4,6.995175612618181,8.394984081581674,6.995175612618181,8.498217961732474,0.08038099519666977,0.26819356754596574,0.005015918418326493,8.031049902647114,0.9189770533011856
140,246.7142545667758,249.05406052846908,2.339805961693287,7.0,8.395008902842577,6.995814108247602,6.887323510736939,8.395083643690775,0.06527505425091197,0.2552968036265828,0.004185891752397808,0.3813641226346778,17.911273382048048
141,249.05406052846908,250.4366155049596,1.3825549764905247,8.4,6.995848694999165,8.395485675906667,6.995837735769962,8.501997740563153,0.13192621859824763,0.38089190635749676,0.004514324093333855,8.034018685434477,0.952901373701177
142,250.4366155049596,252.02728348983135,1.590667984871743,7.0,8.395507844004547,6.995142191736608,6.884364892892033,8.395641672441618,0.12096810078696207,0.3662008526637544,0.004857808263391661,0.4018750722160388,17.911427932287673
143,252.02728348983135,254.64899021324945,2.6217067234181,8.4,6.99516205282171,8.397163421726235,6.99516205282171,8.499750201591047,0.08773719578989207,0.3157195453270573,0.0028365782737651557,8.032307374221448,0.935224783512996
144,254.64899021324945,257.26898189761374,2.619991684364294,7.0,8.397176619351844,6.995639885248216,6.90517669611006,8.39729565056533,0.0940951309435908,0.3249891511844416,0.0043601147517842165,0.2872379274123349,17.91388320509768
145,257.26898189761374,258.75027359259843,1.4812916949846908,8.4,6.99565745805993,8.395452242754194,6.99565255549948,8.499024125058172,0.16137712565067008,0.43518327186431643,0.004547757245806139,8.031558556213016,0.9212053582590496
146,258.75027359259843,261.0187146446787,2.268441052080277,7.0,8.395473701457636,6.995737957598655,6.889416334594627,8.39571245716772,0.11896479720350511,0.3734943714618775,0.004262042401345312,0.3723137547608836,17.911769095730193
147,261.0187146446787,262.03035461235504,1.0116399676763308,8.4,6.995668558356714,8.394524154107058,6.995668558356714,8.50110292380468,0.2354646602871016,0.5280831051655975,0.005475845892942033,8.03320392242698,0.94355009704491
148,262.03035461235504,264.44789377351754,2.4175391611624946,7.0,8.39454478585739,6.996322707314472,6.877709236774901,8.394735982590975,0.09847481234566728,0.33669023294965633,0.0036772926855279664,0.4365499227266745,17.91036965223643
149,264.44789377351754,265.1515138232773,0.7036200497597633,8.4,6.996291125612814,8.395360398975548,6.996291125612814,8.504383440536662,0.23070007576355622,0.5019872868569056,0.004639601024452489,8.035780219096635,0.97434402347182
150,265.1515138232773,267.8835861144261,2.7320722911488247,7.0,8.395317526736218,6.99710129357698,6.868906636204938,8.395317526736218,0.0869548316465705,0.3168315598233188,0.0028987064230197035,0.4882341423030243,17.913567479713716
151,267.8835861144261,268.77451694795093,0.8909308335248056,8.4,6.997092814333325,8.39572854122006,6.997092814333325,8.507299513260463,0.2808796389727307,0.5795653697497587,0.004271458779939508,8.037788147501528,0.9974596575060952
152,268.77451694795093,271.3969829113144,2.6224659633634815,7.0,8.395728145104192,6.997215233416405,6.869512445394868,8.395734474209975,0.090361179456102,0.3232718001514392,0.0027847665835949442,0.4900989401201295,17.911262583243385
153,271.3969829113144,273.0162493143512,1.6192664030368178,8.4,6.997174748765648,8.396831573153698,6.997174748765648,8.507296900363354,0.13945932437536462,0.40120414507106045,0.0031684268463028076,8.03793347633217,0.996572855623046
154,273.0162493143512,274.2156830489764,1.1994337346251882,7.0,8.396846957875114,6.994974239634463,6.885325014404103,8.397002962399238,0.20848829657842757,0.4968021451988963,0.005025760365536591,0.4033961010065447,17.912395804081818
155,274.2156830489764,274.7614276580905,0.545744609114081,8.4,6.994985724253987,8.39615496737412,6.994985724253987,8.497339838819599,0.24169637419345721,0.5011252310291716,0.003845032625880762,8.030366357684134,0.9111604829347396
156,274.7614276580905,276.2877363341063,1.5263086760157876,7.0,8.395934517976345,6.994985163141901,6.872738322210476,8.395934517976345,0.16268289598378993,0.43963516168883154,0.005014836858099336,0.4562386165935702,17.920988144457763
157,276.2877363341063,277.7699562066725,1.4822198725661906,8.4,6.994980902891094,8.395171122856423,6.994980902891094,8.501850209713066,0.1429948199542763,0.4035167445219628,0.004828877143577159,8.033937456595627,0.961039053878306
158,277.7699562066725,279.37709067772414,1.6071344710516655,7.0,8.395194001551637,6.994820329289458,6.885867620301433,8.395424371111426,0.15572966003523928,0.42730026611801813,0.005179670710542261,0.3916949661182982,17.911642814883265
159,279.37709067772414,280.0,0.6229093222758593,8.4,6.994810915376455,8.396521958492057,6.994810915376455,8.499054782463627,0.4008342054407031,0.6962179390465906,0.003478041507943175,8.031856471497461,0.9308138871127654
