episode,steps,global_step_end,episode_time_s,elapsed_run_time_s,total_reward,total_reward_raw,total_reward_benefit,total_reward_chemical_cost,total_reward_ph_cost,total_stage1_vfa_produced_kgCOD,total_stage2_vfa_removed_kgCOD,total_stage2_ch4_m3,total_chemical_kmol,total_ph_violation_pH_d,final_stage1_pH,final_stage2_pH,mean_stage1_pH,mean_stage2_pH
56,56,3192,6.708922624588013,390.0483546257019,71.99349119859002,7199.349119859004,10322.244839494342,37.209525,3085.6861946353392,5098.347531315192,4974.892445782078,2490.0486239707357,1240.3175,6.1713723892706795,6.520244981078305,8.886843946503674,6.926859568756285,8.02958182791772
57,56,3248,7.45770525932312,398.9844949245453,79.36425384724902,7936.425384724901,10427.956948451225,28.30995,2463.221613726323,5136.422282097654,5037.066042491138,2544.6862386243147,943.6650000000001,4.926443227452646,5.5893194791958,8.902290155236651,6.779194283394243,7.902048232009643
58,56,3304,5.38809871673584,405.47524881362915,75.65084742501122,7565.084742501122,10057.766903261967,37.353375,2455.3287857608448,4914.365483745874,4835.33031707469,3080.711024414008,1245.1125,4.91065757152169,5.759785457063295,7.561669732830681,6.827018174344995,7.9347363029543185
59,56,3360,6.558940649032593,413.3828146457672,83.58474486871035,8358.474486871033,10343.19231899106,18.16905,1966.5487821200243,5045.397884350497,5008.123570599072,2896.708640414881,605.635,3.9330975642400485,6.236298324023036,8.435048381018031,6.883075836608701,7.543557445990876
60,56,3416,6.606526136398315,421.0118203163147,89.05556253362943,8905.556253362944,10576.483563198286,17.6412,1653.2861098353414,5144.306142910097,5117.6554972376525,3145.2192305053513,588.04,3.306572219670683,5.855029470264754,7.300950646270065,6.837028896515333,7.2649631503238945
61,56,3472,7.6987481117248535,429.93374729156494,85.40268047776533,8540.268047776533,10579.158112199542,25.913700000000002,2012.9763644230093,5149.906166050468,5109.150841786884,3201.0110436219143,863.79,4.025952728846018,5.872027044043961,7.2278908134006885,6.8767953315173065,7.499775160941449
62,56,3528,5.160900115966797,436.20613718032837,89.99855275158401,8999.855275158401,10906.555553216069,15.52515,1891.1751280576682,5308.752223873008,5279.87395317389,3179.293761691717,517.505,3.782350256115337,5.356099503234782,8.077772209587593,6.729566887028217,6.775391669690467
63,56,3584,4.858570098876953,442.51575756073,90.15438319354817,9015.438319354818,10698.634057129648,20.557425,1662.6383127748313,5214.0160641485345,5182.0910694902495,3025.26923490864,685.2475,3.3252766255496624,5.263124001784624,8.243545675562018,6.6367935173986705,7.0471544615472315
64,56,3640,5.307635545730591,448.9047122001648,79.6403108120085,7964.031081200848,9985.672476823876,14.081475,2007.5599206230277,4865.427955705778,4808.610470208899,3116.3405090920032,469.38249999999994,4.015119841246055,5.913540347594576,7.470477997527459,6.839927569739182,7.564147675810679
65,56,3696,5.003859281539917,455.0959541797638,83.72543384802303,8372.543384802302,10054.640862434688,17.26665,1664.8308276323846,4897.226717167836,4858.753721391311,2986.6042387554044,575.5550000000001,3.3296616552647698,5.70699200621948,8.152680967375998,6.807674712464471,7.315242407157958
