update_index,episode_end,batch_episodes,batch_steps,entropy_coef,policy_loss,value_loss,entropy,approx_kl
83,335,4,224,0.005000000000000001,0.09538203477859497,45.2650032043457,2.016716241836548,0.005135925021022558
84,339,4,224,0.005000000000000001,-0.019051412120461464,44.59169387817383,1.892978310585022,0.003769363509491086
85,343,4,224,0.005000000000000001,0.013374452479183674,49.40423583984375,1.877494215965271,0.002765502082183957
86,347,4,224,0.005000000000000001,0.007297371979802847,32.44095230102539,1.8488410711288452,0.0024299498181790113
87,351,4,224,0.005000000000000001,-0.19558119773864746,40.21442794799805,1.6980739831924438,0.00249030371196568
88,355,4,224,0.005000000000000001,-0.11074181646108627,38.5651741027832,1.8244913816452026,0.00480322539806366
89,359,4,224,0.005000000000000001,0.08262952417135239,34.34381866455078,1.9133834838867188,0.0020651693921536207
90,363,4,224,0.005000000000000001,-0.014111101627349854,35.785404205322266,1.7966666221618652,0.0018100602319464087
91,367,4,224,0.005000000000000001,-0.05652518942952156,35.4864616394043,1.7741327285766602,0.004686097148805857
92,371,4,224,0.005000000000000001,0.015615520067512989,35.62367248535156,1.8824037313461304,0.002174270572140813
93,375,4,224,0.005000000000000001,-0.024159936234354973,40.9113655090332,1.8730592727661133,0.004170998930931091
94,379,4,224,0.005000000000000001,0.047951117157936096,26.38043212890625,1.9544368982315063,0.002828238531947136
95,383,4,224,0.005000000000000001,0.031007088720798492,24.43849754333496,1.8249554634094238,0.009970818646252155
96,387,4,224,0.005000000000000001,-0.07122660428285599,30.3439998626709,1.7964930534362793,0.00785330031067133
97,391,4,224,0.005000000000000001,-0.11915930360555649,35.35203552246094,1.7477120161056519,0.005966776516288519
98,395,4,224,0.005000000000000001,-0.04881461337208748,26.677419662475586,1.760599136352539,0.004567911848425865
99,399,4,224,0.005000000000000001,-0.11522600799798965,31.491867065429688,1.6262458562850952,0.005506974179297686
100,403,4,224,0.005000000000000001,0.0535258948802948,20.461929321289062,1.7148059606552124,0.003451266558840871
101,407,4,224,0.005000000000000001,0.012227584607899189,20.92600440979004,1.6866346597671509,0.004090072587132454
102,411,4,224,0.005000000000000001,0.041436243802309036,21.89984130859375,1.6378865242004395,0.005549496505409479
103,415,4,224,0.005000000000000001,0.03623690828680992,23.34490394592285,1.688745141029358,0.009000163525342941
104,419,4,224,0.005000000000000001,-0.04886085167527199,23.705381393432617,1.6612526178359985,0.0036833223421126604
105,423,4,224,0.005000000000000001,-0.020202532410621643,23.151023864746094,1.6910920143127441,0.003949917387217283
106,427,4,224,0.005000000000000001,-0.08781355619430542,24.55694007873535,1.7426925897598267,0.007560108322650194
107,431,4,224,0.005000000000000001,-0.06485772877931595,24.234046936035156,1.7459311485290527,0.00681845098733902
108,435,4,224,0.005000000000000001,0.0822410061955452,15.651519775390625,1.7914432287216187,0.006535515189170837
109,439,4,224,0.005000000000000001,-0.06291904300451279,14.843360900878906,1.6707124710083008,0.015568532049655914
110,443,4,224,0.005000000000000001,-0.006870174780488014,14.384310722351074,1.496534824371338,0.0211950670927763
111,447,4,224,0.005000000000000001,-0.07786508649587631,20.39463996887207,1.5231223106384277,0.004371597897261381
112,451,4,224,0.005000000000000001,0.05345110595226288,15.157933235168457,1.6263643503189087,0.004795538727194071
113,455,4,224,0.005000000000000001,-0.08865352720022202,13.871048927307129,1.5509878396987915,0.006660940125584602
114,459,4,224,0.005000000000000001,-0.07282592356204987,11.845444679260254,1.4431532621383667,0.008642573840916157
115,463,4,224,0.005000000000000001,-0.08733091503381729,15.458361625671387,1.3743557929992676,0.00500316359102726
116,467,4,224,0.005000000000000001,-0.06813406944274902,13.811153411865234,1.44009268283844,0.009081103838980198
117,471,4,224,0.005000000000000001,-0.024630827829241753,11.575751304626465,1.5891920328140259,0.004118771757930517
118,475,4,224,0.005000000000000001,0.03465825319290161,11.073280334472656,1.7431915998458862,0.011899956502020359
119,479,4,224,0.005000000000000001,-0.024226238951086998,8.286067962646484,1.5721076726913452,0.008716659620404243
120,483,4,224,0.005000000000000001,0.032315682619810104,8.03589153289795,1.5645757913589478,0.009391090832650661
121,487,4,224,0.005000000000000001,0.061847228556871414,6.9493536949157715,1.430766224861145,0.0065911454148590565
122,491,4,224,0.005000000000000001,0.05607403442263603,7.996872425079346,1.443488597869873,0.010811305604875088
123,495,4,224,0.005000000000000001,0.041574303060770035,7.090514659881592,1.363976001739502,0.004087183624505997
124,499,4,224,0.005000000000000001,0.01953989267349243,6.339860439300537,1.4565430879592896,0.003891249420121312
125,503,4,224,0.005000000000000001,0.18779538571834564,4.24780797958374,1.454868197441101,0.006210197228938341
126,507,4,224,0.005000000000000001,-0.12575525045394897,7.090583324432373,1.1382802724838257,0.004430640954524279
127,511,4,224,0.005000000000000001,0.053123582154512405,4.5255255699157715,1.1333645582199097,0.00606162054464221
128,515,4,224,0.005000000000000001,-0.018678978085517883,6.384949207305908,1.1786308288574219,0.012078390456736088
129,519,4,224,0.005000000000000001,-0.130604088306427,5.028423309326172,1.1101726293563843,0.006438039243221283
130,523,4,224,0.005000000000000001,-0.0635346844792366,3.8956940174102783,1.1050317287445068,0.0024171594996005297
131,527,4,224,0.005000000000000001,0.003234388306736946,3.2346439361572266,1.1001932621002197,0.004628052935004234
132,531,4,224,0.005000000000000001,-0.07434909790754318,4.54838752746582,1.1327325105667114,0.005089117214083672
133,535,4,224,0.005000000000000001,0.09705755859613419,3.6497914791107178,1.1904832124710083,0.004175868351012468
134,539,4,224,0.005000000000000001,0.11583659797906876,3.467336654663086,1.27325439453125,0.007333442103117704
135,543,4,224,0.005000000000000001,-0.026366323232650757,4.663395404815674,1.1662216186523438,0.01904514618217945
136,547,4,224,0.005000000000000001,0.1623617559671402,3.3347034454345703,1.138956904411316,0.008653136901557446
137,551,4,224,0.005000000000000001,0.16644562780857086,4.130740642547607,1.1884318590164185,0.00451669842004776
138,555,4,224,0.005000000000000001,-0.053761158138513565,4.420368671417236,1.0200570821762085,0.003899700241163373
139,559,4,224,0.005000000000000001,-0.0024754207115620375,4.119199752807617,1.014052391052246,0.009557374753057957
140,563,4,224,0.005000000000000001,-0.12070507556200027,5.201923847198486,0.9300333857536316,0.009945114143192768
141,567,4,224,0.005000000000000001,-0.06350352615118027,4.036950588226318,0.8349525928497314,0.011411557905375957
142,571,4,224,0.005000000000000001,0.029049986973404884,3.5034873485565186,0.7377500534057617,0.006656695157289505
143,575,4,224,0.005000000000000001,-0.013277326710522175,3.791749954223633,0.6888951659202576,0.0018337182700634003
144,579,4,224,0.005000000000000001,0.0408761166036129,3.5910890102386475,0.6793504357337952,0.013072551228106022
145,583,4,224,0.005000000000000001,0.03295837342739105,3.143690824508667,0.6774482727050781,0.00014151819050312042
146,587,4,224,0.005000000000000001,0.012446406297385693,3.29526424407959,0.6846745610237122,0.003243720857426524
147,591,4,224,0.005000000000000001,-0.02228589542210102,2.7109715938568115,0.7002550959587097,0.005712626036256552
148,595,4,224,0.005000000000000001,-0.0017203366151079535,2.4100444316864014,0.6765305995941162,0.00890340656042099
149,599,4,224,0.005000000000000001,-0.0665121003985405,2.198896884918213,0.6369403600692749,0.0011783018708229065
150,603,4,224,0.005000000000000001,-0.02636459469795227,2.203150749206543,0.6267725825309753,0.0014881528913974762
151,607,4,224,0.005000000000000001,0.011245888657867908,1.7929892539978027,0.5945103764533997,0.004692185204476118
152,611,4,224,0.005000000000000001,-0.10112306475639343,2.4580957889556885,0.6047585606575012,0.001557888463139534
153,615,4,224,0.005000000000000001,0.009839490056037903,1.1698594093322754,0.6607851386070251,0.007350151892751455
154,619,4,224,0.005000000000000001,-0.04101758077740669,1.2710760831832886,0.6767300963401794,0.003110097721219063
155,623,4,224,0.005000000000000001,-0.005854375660419464,1.3431859016418457,0.6849603652954102,0.0012475885450839996
156,627,4,224,0.005000000000000001,0.017328917980194092,1.0800737142562866,0.6782739758491516,0.005524421576410532
157,631,4,224,0.005000000000000001,-0.09253907203674316,1.458866000175476,0.6633415818214417,0.0006955389981158078
158,635,4,224,0.005000000000000001,-0.056271571666002274,1.0940676927566528,0.6792505383491516,0.004021530970931053
159,639,4,224,0.005000000000000001,-0.06370072066783905,1.1454936265945435,0.655479371547699,0.005142346490174532
160,643,4,224,0.005000000000000001,0.10845160484313965,0.8569579124450684,0.6001091003417969,0.005976516753435135
161,647,4,224,0.005000000000000001,-0.03484123572707176,1.0389351844787598,0.5989678502082825,0.006975258234888315
162,651,4,224,0.005000000000000001,0.022622257471084595,0.7498049139976501,0.5743224620819092,0.0010939346393570304
163,655,4,224,0.005000000000000001,-0.11817339062690735,1.4506148099899292,0.6126983761787415,0.004533246159553528
164,659,4,224,0.005000000000000001,0.049166519194841385,0.7500932216644287,0.6173018217086792,0.005493773613125086
165,663,4,224,0.005000000000000001,-0.033609453588724136,0.8050433993339539,0.5897995829582214,0.01266553346067667
166,667,4,224,0.005000000000000001,-0.020027339458465576,0.7704577445983887,0.6178320646286011,0.0007694419473409653
167,671,4,224,0.005000000000000001,-0.06998172402381897,0.7447702884674072,0.6860618591308594,0.0027653563302010298
168,675,4,224,0.005000000000000001,-0.13244277238845825,0.8210878968238831,0.6486199498176575,0.008226907812058926
169,679,4,224,0.005000000000000001,0.013280704617500305,0.4507422149181366,0.6682775020599365,0.0006662923842668533
170,683,4,224,0.005000000000000001,0.00036635310971178114,0.48665013909339905,0.7328009605407715,0.006157517898827791
171,687,4,224,0.005000000000000001,-0.1101936623454094,0.8441587090492249,0.7523511052131653,0.0012007957557216287
172,691,4,224,0.005000000000000001,-0.03399432823061943,0.5545112490653992,0.7124202251434326,0.00028461715555749834
173,695,4,224,0.005000000000000001,0.10595372319221497,0.42029324173927307,0.7330474853515625,0.003399145556613803
174,699,4,224,0.005000000000000001,0.029610445722937584,0.5093240141868591,0.723930835723877,0.0064890203066170216
175,703,4,224,0.005000000000000001,-0.020894041284918785,0.4885292053222656,0.7091378569602966,0.003302690340206027
176,707,4,224,0.005000000000000001,-0.007464563939720392,0.6436827778816223,0.7188119292259216,0.006342735607177019
177,711,4,224,0.005000000000000001,0.07727012783288956,0.5009564757347107,0.69346684217453,0.008760047145187855
178,715,4,224,0.005000000000000001,0.04894574359059334,0.549582839012146,0.7429125905036926,0.005127813667058945
179,719,4,224,0.005000000000000001,-0.006061827298253775,0.4926408529281616,0.7332668304443359,0.002262979047372937
180,723,4,224,0.005000000000000001,-0.05058205500245094,0.6801066398620605,0.7929667830467224,0.005415070801973343
181,727,4,224,0.005000000000000001,-0.021944185718894005,0.45785364508628845,0.7969895005226135,0.007496214937418699
182,731,4,224,0.005000000000000001,0.007962550036609173,0.6937840580940247,0.7985870838165283,0.01285529788583517
183,735,4,224,0.005000000000000001,-0.02690112590789795,1.175571322441101,0.8189190030097961,0.0014118509134277701
184,739,4,224,0.005000000000000001,-0.1078772321343422,0.5009950995445251,0.8043539524078369,0.0003980764595326036
185,743,4,224,0.005000000000000001,0.08264175057411194,0.928217351436615,0.7787410616874695,0.00041238777339458466
186,747,4,224,0.005000000000000001,0.005788572132587433,1.007433533668518,0.8102986812591553,0.006224569398909807
187,751,4,224,0.005000000000000001,0.1369055211544037,1.1443541049957275,0.7910251617431641,0.006107043940573931
188,755,4,224,0.005000000000000001,-0.09523376077413559,1.4125639200210571,0.7359447479248047,0.0054175094701349735
189,759,4,224,0.005000000000000001,0.021560825407505035,0.7110109329223633,0.7248435616493225,0.005461637396365404
190,763,4,224,0.005000000000000001,-0.06928315758705139,1.002181887626648,0.6924534440040588,0.008264831267297268
191,767,4,224,0.005000000000000001,-0.16618658602237701,1.0695947408676147,0.6787168979644775,0.007215721532702446
192,771,4,224,0.005000000000000001,0.023953592404723167,0.41435229778289795,0.6630391478538513,0.0011139735579490662
193,775,4,224,0.005000000000000001,0.03218119218945503,0.652327835559845,0.7010950446128845,0.0020520780235528946
194,779,4,224,0.005000000000000001,0.06438589841127396,0.7825877070426941,0.6489587426185608,0.0007308442145586014
195,783,4,224,0.005000000000000001,0.03066011518239975,0.42851197719573975,0.6848452687263489,0.0006651027943007648
196,787,4,224,0.005000000000000001,0.023748794570565224,0.481397420167923,0.7084344029426575,0.0017968124011531472
197,791,4,224,0.005000000000000001,0.08397259563207626,0.2978791892528534,0.6289019584655762,0.002182491822168231
198,795,4,224,0.005000000000000001,-0.023373277857899666,0.523076593875885,0.7442166805267334,0.004651981871575117
199,799,4,224,0.005000000000000001,-0.12465164810419083,0.603840708732605,0.6904755234718323,0.013374718837440014
200,803,4,224,0.005000000000000001,0.02103675715625286,0.3421638011932373,0.6601184010505676,0.007170614320784807
201,807,4,224,0.005000000000000001,0.12931370735168457,0.39251160621643066,0.6968666911125183,0.004089713096618652
202,811,4,224,0.005000000000000001,0.01821214146912098,1.0003012418746948,0.632318377494812,0.0017448713770136237
203,815,4,224,0.005000000000000001,-0.022925326600670815,0.7546685338020325,0.6122255325317383,0.0007275231182575226
204,819,4,224,0.005000000000000001,-0.03153444454073906,0.9677812457084656,0.690535843372345,0.00677025830373168
205,823,4,224,0.005000000000000001,-0.11932774633169174,0.5973098874092102,0.7051690220832825,0.0009172844584099948
206,827,4,224,0.005000000000000001,0.02180355042219162,0.5539433360099792,0.6249410510063171,0.003090019105002284
207,831,4,224,0.005000000000000001,-0.022110505029559135,0.49103906750679016,0.5738906264305115,0.0024057470727711916
208,835,4,224,0.005000000000000001,-0.1585264950990677,0.46252599358558655,0.5866015553474426,0.002881397260352969
209,839,4,224,0.005000000000000001,-0.06578942388296127,0.7890775799751282,0.5883600115776062,0.004812261555343866
210,843,4,224,0.005000000000000001,0.060313064604997635,0.26625338196754456,0.5295761823654175,0.004431227687746286
211,847,4,224,0.005000000000000001,-0.096407949924469,0.5970200896263123,0.5612648129463196,0.004129284992814064
212,851,4,224,0.005000000000000001,-0.0014079641550779343,0.7186570167541504,0.5384896993637085,0.002557153580710292
213,855,4,224,0.005000000000000001,-0.07852044701576233,0.3131764233112335,0.5427005887031555,0.0015649031847715378
214,859,4,224,0.005000000000000001,0.06725674122571945,0.533309280872345,0.49058350920677185,0.0006750058382749557
215,863,4,224,0.005000000000000001,0.08935032039880753,0.37586092948913574,0.5213599801063538,0.0009690914303064346
216,867,4,224,0.005000000000000001,-0.03789307922124863,0.3249396085739136,0.4948900043964386,0.0009385533630847931
217,871,4,224,0.005000000000000001,0.03233695402741432,0.5346765518188477,0.4772454798221588,0.0029411197174340487
218,875,4,224,0.005000000000000001,0.041049759835004807,0.5715358257293701,0.4738474190235138,0.0015421180287376046
219,879,4,224,0.005000000000000001,-0.11360196024179459,0.384150892496109,0.514589786529541,0.00824394915252924
220,883,4,224,0.005000000000000001,-0.00794303696602583,0.44357195496559143,0.5117731690406799,0.00041476203477941453
221,887,4,224,0.005000000000000001,-0.05147962644696236,0.41608771681785583,0.49284467101097107,0.0021879307460039854
222,891,4,224,0.005000000000000001,-0.10955581814050674,0.42734766006469727,0.5135693550109863,0.0009585029329173267
223,895,4,224,0.005000000000000001,-0.07413262873888016,0.26068925857543945,0.47877299785614014,0.0014374622842296958
224,899,4,224,0.005000000000000001,0.06098746135830879,0.3041800260543823,0.437793105840683,0.0023431323934346437
225,903,4,224,0.005000000000000001,0.03047948144376278,0.2930198907852173,0.4422647953033447,0.0008517217938788235
226,907,4,224,0.005000000000000001,-0.08791596442461014,0.22516989707946777,0.43894657492637634,0.0015332313487306237
227,911,4,224,0.005000000000000001,0.018813397735357285,0.4855891168117523,0.45551490783691406,0.005917731206864119
228,915,4,224,0.005000000000000001,0.06600440293550491,0.31519898772239685,0.42459678649902344,0.0005058826063759625
229,919,4,224,0.005000000000000001,0.2759093940258026,0.2739533483982086,0.47143423557281494,0.002488131867721677
230,923,4,224,0.005000000000000001,-0.14176784455776215,0.26241639256477356,0.45588362216949463,0.0041812206618487835
231,927,4,224,0.005000000000000001,-0.0036276180762797594,0.11890607327222824,0.41017189621925354,0.004208970814943314
232,931,4,224,0.005000000000000001,-0.04775632917881012,0.11333262920379639,0.41019752621650696,0.0020962804555892944
233,935,4,224,0.005000000000000001,0.011051337234675884,0.40112820267677307,0.43316102027893066,0.0019224919378757477
234,939,4,224,0.005000000000000001,-0.0066788592375814915,0.12975265085697174,0.44845303893089294,0.0008047620649449527
235,943,4,224,0.005000000000000001,0.04349995031952858,0.2441921979188919,0.41768336296081543,0.002922559855505824
236,947,4,224,0.005000000000000001,-0.07571686059236526,0.34370672702789307,0.4305233061313629,0.000569268420804292
237,951,4,224,0.005000000000000001,0.12217328697443008,0.17886923253536224,0.3783012628555298,0.0008653613622300327
238,955,4,224,0.005000000000000001,0.02843988873064518,0.15057231485843658,0.40768468379974365,0.009576354175806046
239,959,4,224,0.005000000000000001,-0.020383266732096672,0.18893969058990479,0.420306921005249,0.0012958267470821738
240,963,4,224,0.005000000000000001,0.0664750263094902,0.18761087954044342,0.37856587767601013,0.002815126208588481
241,967,4,224,0.005000000000000001,-0.13326896727085114,0.31403473019599915,0.37359359860420227,0.0037225906271487474
242,971,4,224,0.005000000000000001,0.09455651789903641,0.13795526325702667,0.3806643486022949,0.002813706872984767
243,975,4,224,0.005000000000000001,0.0826001688838005,0.20356611907482147,0.3643120527267456,0.0019204964628443122
244,979,4,224,0.005000000000000001,-0.021794890984892845,0.1308072954416275,0.34777021408081055,0.0006220999057404697
245,983,4,224,0.005000000000000001,0.06153484061360359,0.1256001740694046,0.38530537486076355,0.0015210943529382348
246,987,4,224,0.005000000000000001,-0.052603673189878464,0.09770172089338303,0.33237192034721375,0.001824015169404447
247,991,4,224,0.005000000000000001,0.1393435150384903,0.11232134699821472,0.32203349471092224,0.0018251960864290595
248,995,4,224,0.005000000000000001,-0.03009725548326969,0.28037577867507935,0.34907373785972595,0.0007939841598272324
249,999,4,224,0.005000000000000001,0.011995923705399036,0.2833649218082428,0.39506086707115173,0.0051649161614477634
