decision_step,reward,stage1_vfa_in_kgCOD,stage1_vfa_out_kgCOD,stage1_vfa_produced_kgCOD,stage1_fermentable_in_kgCOD,stage2_vfa_in_kgCOD,stage2_vfa_out_kgCOD,stage2_vfa_removed_kgCOD,stage1_ch4_m3,stage2_ch4_m3,total_ch4_m3,chemical_m3,chemical_kmol,stage1_ph_violation_pH_d,stage2_ph_violation_pH_d,ph_violation_pH_d,reward_benefit,reward_chemical_cost,reward_ph_cost,reward_raw,time_d,episode_elapsed_d,episode_start_d,episode_start_index,influent_csv,use_dynamic_flow,action,stage1_signed_m3_d,stage2_signed_m3_d,stage1_pH_sp,stage2_pH_sp,stage1_pH,stage2_pH,stage1_vfa_kgCOD_m3,stage2_vfa_kgCOD_m3,stage1_q_NaOH_m3_d,stage1_q_HCl_m3_d,stage2_q_NaOH_m3_d,stage2_q_HCl_m3_d,q_ad_m3_d,stage1_q_ch4_m3_d,stage2_q_ch4_m3_d,stage1_acid_yield,stage2_vfa_conversion,stage2_ch4_per_vfa_in,policy,window_id,window_start_d
26,1.1713933700391925,0.0,99.86748148002602,99.86748148002602,343.6436136030863,99.86748148002602,0.41716040446742386,99.45032107555859,106.78802842217037,43.0652485181116,149.853276940282,0.037500000000000006,0.9375,0.0650528798727255,0.0,0.0650528798727255,149.853276940282,0.1875,32.52643993636275,117.13933700391925,159.375,3.375,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.928894640508038,7.416106678329899,4.2816108368764985,0.020520309007371212,0.3,0.0,0.0,0.0,243.825680572685,841.6801785440599,382.7411957325556,0.2906135237984504,0.9958228604718458,0.4312239367598838,fixed_action_22_s1_0p3_s2_0,4,156.0
27,1.3022358463242518,0.0,128.3344376885086,128.3344376885086,785.6512857801412,128.3344376885086,0.6988067682737126,127.63563092023486,108.369508142867,55.01244029505424,163.38194843792127,0.037500000000000006,0.9375,0.06594172761099218,0.0,0.06594172761099218,163.38194843792127,0.1875,32.97086380549609,130.22358463242517,159.5,3.5,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.92033556550106,7.420756363362906,4.340098945342629,0.024608337882511093,0.3,0.0,0.0,0.0,207.569670460541,898.6120734168547,470.568402393742,0.16334783638911024,0.9945547993129493,0.42866467711947753,fixed_action_22_s1_0p3_s2_0,4,156.0
28,1.3867415795849523,0.0,87.6566573241288,87.6566573241288,651.7746643159181,87.6566573241288,0.4491392113987675,87.20751811273001,115.2416715264086,55.277292125488025,170.51896365189663,0.037500000000000006,0.9375,0.06331461138680285,0.0,0.06331461138680285,170.51896365189663,0.1875,31.657305693401423,138.67415795849521,159.625,3.625,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.89570537707276,7.425534469646432,4.477085803036675,0.020733765459464426,0.3,0.0,0.0,0.0,153.939126709766,929.5855847849465,409.05939512385754,0.13448920635190756,0.994876154018308,0.6306114539719293,fixed_action_22_s1_0p3_s2_0,4,156.0
29,1.3488635322826548,0.0,84.24923630020368,84.24923630020368,544.9742243196475,84.24923630020368,0.3727127075930231,83.87652359261064,116.21316072642787,49.23789064578624,165.4510513722141,0.037500000000000006,0.9375,0.06075439628789725,0.0,0.06075439628789725,165.4510513722141,0.1875,30.377198143948625,134.88635322826548,159.75,3.75,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.880148658743817,7.429271690946895,4.580660251025927,0.019275112327435943,0.3,0.0,0.0,0.0,141.515718624041,926.2857491394047,380.1964214506967,0.15459306613148804,0.995576070194097,0.584431299416624,fixed_action_22_s1_0p3_s2_0,4,156.0
30,1.34091812406266,0.0,95.87828595158986,95.87828595158986,636.8613583709218,95.87828595158986,0.41424941767415663,95.46403653391572,115.89175680310422,48.0292468774913,163.92100368059556,0.037500000000000006,0.9375,0.059283382548659135,0.0,0.059283382548659135,163.92100368059556,0.1875,29.641691274329567,134.091812406266,159.875,3.875,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.868014298383546,7.4326449494150095,4.676698713467897,0.02070282193107528,0.3,0.0,0.0,0.0,167.858979967324,934.2283260570083,395.32926597929986,0.15054812902582837,0.9956794240368116,0.5009397738059467,fixed_action_22_s1_0p3_s2_0,4,156.0
31,1.376620207891498,0.0,86.32232323768548,86.32232323768548,590.066631103843,86.32232323768548,0.3689482639819387,85.95337497370353,117.63509100230087,48.99122629455682,166.6263172968577,0.037500000000000006,0.9375,0.05755359301541578,0.0,0.05755359301541578,166.6263172968577,0.1875,28.77679650770789,137.6620207891498,160.0,4.0,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.855268537734606,7.43623808452171,4.801071697262095,0.019633227144705927,0.3,0.0,0.0,0.0,139.278903904139,941.1375930492712,380.8461642738181,0.14629250102857289,0.9957259229114344,0.5675383198348497,fixed_action_22_s1_0p3_s2_0,4,156.0
32,1.3522152655520898,0.0,83.51628913133106,83.51628913133106,487.74017526327407,83.51628913133106,0.3345370665255592,83.18175206480548,116.75847575731342,46.91904653699342,163.67752229430684,0.037500000000000006,0.9375,0.056536991478195735,0.0,0.056536991478195735,163.67752229430684,0.1875,28.26849573909787,135.22152655520898,160.125,4.125,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.851759789146621,7.439567773096477,4.89262670244669,0.018897581417171145,0.3,0.0,0.0,0.0,121.440729016065,922.2309091609933,369.02914945244055,0.17123110493461063,0.9959943494855295,0.5617951542747819,fixed_action_22_s1_0p3_s2_0,4,156.0
33,1.266648292575615,0.0,66.0952000855042,66.0952000855042,311.956169289376,66.0952000855042,0.2343534350402841,65.86084665046394,112.42404140698511,43.066950898660366,155.4909923056455,0.037500000000000006,0.9375,0.057277326096167994,0.0,0.057277326096167994,155.4909923056455,0.1875,28.638663048084,126.66482925756151,160.25,4.25,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.866718853920982,7.442662012640136,4.938746073257705,0.016243043619696643,0.3,0.0,0.0,0.0,105.463873774741,874.0768180342628,322.2849846902784,0.21187335463205131,0.9964543047795137,0.6515896894622712,fixed_action_22_s1_0p3_s2_0,4,156.0
34,1.1693126522242658,0.0,95.60531447045976,95.60531447045976,326.3475445178478,95.60531447045976,0.3437681976545601,95.26154627280519,106.23561689600041,40.853974897390685,147.0895917933911,0.037500000000000006,0.9375,0.05994165314192902,0.0,0.05994165314192902,147.0895917933911,0.1875,29.970826570964512,116.93126522242659,160.375,4.375,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.888730848513294,7.445266504044692,4.925059170368173,0.02041401860263985,0.3,0.0,0.0,0.0,226.695309463335,836.6995387759933,358.57210732669,0.2929555195878949,0.9964042982384542,0.42731907869006375,fixed_action_22_s1_0p3_s2_0,4,156.0
35,1.3116094999205001,0.0,128.40191433478762,128.40191433478762,696.8965181027623,128.40191433478762,0.6203426119280517,127.78157172285955,108.29914509041093,53.48879100205184,161.78793609246276,0.037500000000000006,0.9375,0.06087897220082547,0.0,0.06087897220082547,161.78793609246276,0.1875,30.439486100412736,131.16094999205,160.5,4.5,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.880979250475373,7.449520783576068,4.9906295805551375,0.02453769057686855,0.3,0.0,0.0,0.0,169.650201836987,893.7987433826124,449.5302953199297,0.18424817888938547,0.9951687432765947,0.4165731584233885,fixed_action_22_s1_0p3_s2_0,4,156.0
36,1.3830514348473841,0.0,94.62266130823441,94.62266130823441,659.2194983751234,94.62266130823441,0.43288296051051317,94.18977834772392,114.33749089453786,53.466283629390986,167.80377452392884,0.037500000000000006,0.9375,0.05862226207838086,0.0,0.05862226207838086,167.80377452392884,0.1875,29.31113103919043,138.3051434847384,160.625,4.625,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.858768440617582,7.453876777564027,5.118280787964679,0.022038856334173344,0.3,0.0,0.0,0.0,147.194565949528,924.8278670127152,407.26633274457316,0.14353741286698132,0.9954251660804554,0.565047345849045,fixed_action_22_s1_0p3_s2_0,4,156.0
37,1.3647482588706459,0.0,88.39121214543106,88.39121214543106,549.6752900860375,88.39121214543106,0.36127967025672325,88.02993247517432,115.79101470946011,48.962516441603896,164.75353115106398,0.037500000000000006,0.9375,0.05618241052799877,0.0,0.05618241052799877,164.75353115106398,0.1875,28.091205263999385,136.47482588706458,160.75,4.75,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.843410112578196,7.45747695408365,5.208704239980748,0.020587335716825802,0.3,0.0,0.0,0.0,142.734478608029,922.4130777447141,379.1103445900914,0.16080623186026005,0.9959127195850385,0.553929686596506,fixed_action_22_s1_0p3_s2_0,4,156.0
38,1.364004458865984,0.0,99.29657146040599,99.29657146040599,629.3766376349439,99.29657146040599,0.3997936703637918,98.8967777900422,115.84842654106248,48.03333289456366,163.88175943562615,0.037500000000000006,0.9375,0.05458762709805547,0.0,0.05458762709805547,163.88175943562615,0.1875,27.293813549027735,136.40044588659842,160.875,4.875,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.830005721853908,7.460725243047811,5.292050007681204,0.021833738918109687,0.3,0.0,0.0,0.0,156.856720752266,933.4024975479592,393.3434388121056,0.15776971295525077,0.9959737414446056,0.48373606649366246,fixed_action_22_s1_0p3_s2_0,4,156.0
39,1.402368550502254,0.0,87.17302516126227,87.17302516126227,576.3385438364026,87.17302516126227,0.34884052982530894,86.82418463143696,117.85553656348081,48.91956297745095,166.77509954093176,0.037500000000000006,0.9375,0.05270148898141267,0.0,0.05270148898141267,166.77509954093176,0.1875,26.350744490706337,140.23685505022542,161.0,5.0,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.816142271674943,7.464180590565373,5.40462622110501,0.02009732932021262,0.3,0.0,0.0,0.0,107.41539370902,942.128571611694,375.9020442948146,0.15125315857064542,0.9959982973037819,0.5611777598282743,fixed_action_22_s1_0p3_s2_0,4,156.0
40,1.3313640702527352,0.0,66.33716572767051,66.33716572767051,443.02272434689337,66.33716572767051,0.22255827061591427,66.11460745705459,116.19564709424635,43.12311508677194,159.3187621810183,0.037500000000000006,0.9375,0.05198971031148955,0.0,0.05198971031148955,159.3187621810183,0.1875,25.994855155744776,133.1364070252735,161.125,5.125,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.818340627479,7.46707544185227,5.4885530657252595,0.016985910781085647,0.3,0.0,0.0,0.0,94.8730959072379,915.6731084327652,321.4822971655616,0.149737614081682,0.9966450440235934,0.6500596553039717,fixed_action_22_s1_0p3_s2_0,4,156.0
41,1.237615902839833,0.0,66.11041591087411,66.11041591087411,392.43619513432304,66.11041591087411,0.19549441326747422,65.91492149760663,112.14546389748314,38.40147257138497,150.54693646886813,0.037500000000000006,0.9375,0.05319569236976962,0.0,0.05319569236976962,150.54693646886813,0.1875,26.59784618488481,123.76159028398331,161.25,5.25,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.83288540137461,7.469411791307445,5.526480951575549,0.016013704019568767,0.3,0.0,0.0,0.0,99.4751222197912,879.8297053639435,299.82276630562825,0.16846156580497332,0.997042910552385,0.5808687185262216,fixed_action_22_s1_0p3_s2_0,4,156.0
42,1.2286825068037104,0.0,113.56402446725774,113.56402446725774,496.7118022072352,113.56402446725774,0.3980789280345494,113.16594553922319,109.9763978790512,40.60990373650574,150.58630161555695,0.037500000000000006,0.9375,0.055061101870371824,0.0,0.055061101870371824,150.58630161555695,0.1875,27.53055093518591,122.86825068037103,161.375,5.375,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.842867946873357,7.4715822686876425,5.516084252822027,0.02351213836959868,0.3,0.0,0.0,0.0,243.476113082841,879.8683307976104,382.20291677188015,0.22863162091702668,0.9964946739964352,0.35759479225055296,fixed_action_22_s1_0p3_s2_0,4,156.0
43,1.5131139190744012,0.0,170.18784682225856,170.18784682225856,1025.4695713268914,170.18784682225856,0.9120171739168244,169.27582964834173,117.46177259812146,60.59385610064796,178.05562869876943,0.037500000000000006,0.9375,0.05311347358265862,0.0,0.05311347358265862,178.05562869876943,0.1875,26.556736791329307,151.3113919074401,161.5,5.5,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.802135367722022,7.475716719412236,5.637199117772594,0.0326710242349551,0.3,0.0,0.0,0.0,209.23978339238,989.5271478695286,536.8170521541883,0.16596089399517383,0.9946411145628434,0.35604102896919076,fixed_action_22_s1_0p3_s2_0,4,156.0
44,1.7035052889520583,0.0,135.6788170689765,135.6788170689765,883.7304757203057,135.6788170689765,0.7673959497882241,134.91142111918828,126.62192694308136,67.14028716774021,193.7622141108216,0.037500000000000006,0.9375,0.046448370431231525,0.0,0.046448370431231525,193.7622141108216,0.1875,23.224185215615762,170.35052889520583,161.625,5.625,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.747581707271267,7.480490799953377,5.835240250578782,0.03209043879335925,0.3,0.0,0.0,0.0,179.08395436041,1020.2241214772004,531.2576834127384,0.15352963465290506,0.9943440253507067,0.49484723273794,fixed_action_22_s1_0p3_s2_0,4,156.0
45,1.7152922058373712,0.0,129.31436894904766,129.31436894904766,697.3488390507018,129.31436894904766,0.6935262888197034,128.62084266022796,126.49173189701295,65.57752934579939,192.06926124281236,0.037500000000000006,0.9375,0.040705081318150475,0.0,0.040705081318150475,192.06926124281236,0.1875,20.35254065907524,171.52922058373713,161.75,5.75,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.710129715334336,7.484721045174735,5.9758778937140375,0.031288888688857416,0.3,0.0,0.0,0.0,176.929215113682,1001.6170654328877,516.7542008355167,0.18543713233262538,0.994636896932212,0.5071171121875728,fixed_action_22_s1_0p3_s2_0,4,156.0
46,1.7309829557353462,0.0,155.40184612430397,155.40184612430397,860.5071868473597,155.40184612430397,0.8590981081663202,154.54274801613766,124.66653727109896,66.95195118169818,191.61848845279712,0.037500000000000006,0.9375,0.03666538575852502,0.0,0.03666538575852502,191.61848845279712,0.1875,18.33269287926251,173.0982955735346,161.875,5.875,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.677488476585076,7.488513978492707,6.096146374844611,0.03548533483998842,0.3,0.0,0.0,0.0,209.732740895324,999.0313727357523,563.3214437378624,0.1805933157788603,0.9944717638201085,0.43083111849356126,fixed_action_22_s1_0p3_s2_0,4,156.0
47,1.783217111072242,0.0,130.97479199391375,130.97479199391375,709.8396849113033,130.97479199391375,0.7411044195322481,130.2336875743815,124.14751323176745,70.54583345106442,194.6933466828319,0.037500000000000006,0.9375,0.032368271151215426,0.0,0.032368271151215426,194.6933466828319,0.1875,16.184135575607712,178.3217111072242,162.0,6.0,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.645687831737809,7.492964489881497,6.242123225813717,0.032817412383260795,0.3,0.0,0.0,0.0,138.916129688782,981.0755245010988,544.6115661470827,0.1845132003436515,0.9943416255277069,0.538621458198938,fixed_action_22_s1_0p3_s2_0,4,156.0
48,1.669172838960434,0.0,94.25624843638653,94.25624843638653,511.0552428250541,94.25624843638653,0.4393362581291489,93.81691217825738,119.8378883098463,62.160364002741716,181.99825231258802,0.037500000000000006,0.9375,0.02978693683308926,0.0,0.02978693683308926,181.99825231258802,0.1875,14.89346841654463,166.9172838960434,162.125,6.125,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.635532295778607,7.496896539735986,6.343778024213898,0.026706852061664694,0.3,0.0,0.0,0.0,114.091070257101,939.8706067061356,458.75497521420533,0.18443455919823643,0.9953389163539046,0.6594826871843271,fixed_action_22_s1_0p3_s2_0,4,156.0
49,1.5370545937301774,0.0,92.70674202599163,92.70674202599163,424.07810470096285,92.70674202599163,0.3628992461967743,92.34384277979485,115.1654393137342,53.6551360270845,168.8205753408187,0.037500000000000006,0.9375,0.0298552319356019,0.0,0.0298552319356019,168.8205753408187,0.1875,14.92761596780095,153.70545937301773,162.25,6.25,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.643623165665684,7.499904406220392,6.379072865977561,0.024375137876196315,0.3,0.0,0.0,0.0,127.232815363994,903.9145356405729,415.23645677545227,0.2186077069255048,0.9960855139737838,0.5787619633105167,fixed_action_22_s1_0p3_s2_0,4,156.0
50,1.5105246508815038,0.0,152.85535905084316,152.85535905084316,468.2593536551957,152.85535905084316,0.6799548251811783,152.17540422566196,111.78922559617885,55.084334875810704,166.87356047198955,0.037500000000000006,0.9375,0.03126719076767833,0.0,0.03126719076767833,166.87356047198955,0.1875,15.633595383839165,151.05246508815037,162.375,6.375,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.6527563580444316,7.502301547556963,6.34359625988235,0.033713776068107826,0.3,0.0,0.0,0.0,286.232725313444,894.6662442837323,501.51427447293645,0.3264331141656141,0.9955516454941234,0.36036901301895735,fixed_action_22_s1_0p3_s2_0,4,156.0
51,1.7834220465326729,0.0,207.25523352985203,207.25523352985203,1008.7359158582648,207.25523352985203,1.3376276839719419,205.91760584588013,116.87900480632747,76.48575583039559,193.36476063672308,0.037500000000000006,0.9375,0.02967011196691157,0.0,0.02967011196691157,193.36476063672308,0.1875,14.835055983455785,178.3422046532673,162.5,6.5,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.616885443576353,7.506557428560615,6.425279609477977,0.043653811886080314,0.3,0.0,0.0,0.0,208.75428421619,960.7129425552067,656.6705952728764,0.20546034920697023,0.9935459883874092,0.36904137245527724,fixed_action_22_s1_0p3_s2_0,4,156.0
52,1.8711501993752182,0.0,144.36095612535067,144.36095612535067,830.2897059295443,144.36095612535067,0.9225226535202703,143.43843347183042,119.2828007691148,79.57918905355749,198.86198982267229,0.037500000000000006,0.9375,0.023118939770300932,0.0,0.023118939770300932,198.86198982267229,0.1875,11.559469885150467,187.11501993752182,162.625,6.625,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.557628315353732,7.511579019899574,6.606478002293427,0.039307969837821935,0.3,0.0,0.0,0.0,159.729935191478,936.0216437873129,610.3661734294093,0.1738681752819427,0.9936096110868149,0.5512514684680929,fixed_action_22_s1_0p3_s2_0,4,156.0
53,1.779404624775615,0.0,146.98810505231629,146.98810505231629,737.1807508726206,146.98810505231629,0.8406697069475644,146.14743534536873,112.34344551677624,73.67169165681308,186.01513717358935,0.037500000000000006,0.9375,0.01577434939205569,0.0,0.01577434939205569,186.01513717358935,0.1875,7.887174696027845,177.9404624775615,162.75,6.75,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.499059774675745,7.515421813757662,6.75465807668183,0.03883988504808385,0.3,0.0,0.0,0.0,205.074823379649,866.2974232532266,586.2335382867784,0.19939221809349,0.9942806956614051,0.5012085272518597,fixed_action_22_s1_0p3_s2_0,4,156.0
54,1.7854257011750005,0.0,198.49550990569747,198.49550990569747,869.346212908859,198.49550990569747,1.2597224267865064,197.23578747891094,103.5485016083833,78.96620699068893,182.51470859907226,0.037500000000000006,0.9375,0.007569276963144417,0.0,0.007569276963144417,182.51470859907226,0.1875,3.7846384815722085,178.54257011750005,162.875,6.875,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.424431839188633,7.518645424889278,6.907965743922866,0.04691602956996472,0.3,0.0,0.0,0.0,225.741980425603,791.7859524136236,675.4556704480511,0.2283273418095714,0.9936536477455585,0.3978236436088892,fixed_action_22_s1_0p3_s2_0,4,156.0
55,1.7606914356878482,0.0,163.65541877046851,163.65541877046851,703.400998065231,163.65541877046851,1.0828575398379974,162.5725612306305,91.59661760584716,84.81886177540926,176.41547938125643,0.037500000000000006,0.9375,0.00031767162494323865,0.0,0.00031767162494323865,176.41547938125643,0.1875,0.15883581247161932,176.06914356878482,163.0,7.0,156.0,14976,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.336314446995956,7.522895968403589,7.103128834962889,0.04466433701626277,0.3,0.0,0.0,0.0,163.362000083409,678.8776970037354,664.3242384698427,0.23266304600166587,0.9933833077574,0.5182771362698976,fixed_action_22_s1_0p3_s2_0,4,156.0
0,2.5226545844951795,0.0,3.6055974234623673,3.6055974234623673,563.6826137898114,3.6055974234623673,2.363520323567619,1.2420770998947483,63.680903051628974,235.8918355176389,299.57273856926776,0.0,0.0,0.09461456023949963,0.0,0.09461456023949963,299.57273856926776,0.0,47.30728011974981,252.26545844951795,156.125,0.125,156.0,14976,digester_influent_original_dynamic.csv,True,12,0.0,0.0,,,7.16501338199077,7.272501442333364,0.24981296123290075,0.10077652921685047,0.0,0.0,0.0,0.0,134.163116071083,457.5491861348619,1731.302499905453,0.006396502810723269,0.3444857963932124,65.4237863558039,zero_dosing_open_loop,4,156.0
1,1.9339225979157795,0.0,4.72158227753849,4.72158227753849,362.80718868061206,4.72158227753849,1.0886405972190216,3.632941680319468,64.95850185877487,176.74280057272335,241.70130243149822,0.0,0.0,0.09661808527984055,0.0,0.09661808527984055,241.70130243149822,0.0,48.30904263992027,193.39225979157794,156.25,0.25,156.0,14976,digester_influent_original_dynamic.csv,True,12,0.0,0.0,,,7.18047363681046,7.289886879656289,0.3820124584672739,0.05292688777470682,0.0,0.0,0.0,0.0,109.24624952068,554.308495631333,1135.5569637069764,0.013014026250993094,0.7694330982226228,37.43296000866577,zero_dosing_open_loop,4,156.0
2,1.2711658707603306,0.0,9.610850662261797,9.610850662261797,435.3915323300819,9.610850662261797,0.7332924948792975,8.877558167382498,70.39218564815722,105.97941481996862,176.37160046812585,0.0,0.0,0.09851002678418559,0.0,0.09851002678418559,176.37160046812585,0.0,49.2550133920928,127.11658707603306,156.375,0.375,156.0,14976,digester_influent_original_dynamic.csv,True,12,0.0,0.0,,,7.191338224476431,7.301679014505685,0.48960488637005184,0.025466240901677893,0.0,0.0,0.0,0.0,259.571973873707,572.1981724572996,640.902565369714,0.02207404129066882,0.9237016034638158,11.027058742688617,zero_dosing_open_loop,4,156.0
3,0.9390953018716004,0.0,20.80406581151953,20.80406581151953,1063.5904066430264,20.80406581151953,0.6455730553461895,20.158492756173338,81.28693014053353,61.527175695897306,142.81410583643083,0.0,0.0,0.09780915129854155,0.0,0.09780915129854155,142.81410583643083,0.0,48.904575649270775,93.90953018716004,156.5,0.5,156.0,14976,digester_influent_original_dynamic.csv,True,12,0.0,0.0,,,7.169363616824972,7.3081498706033665,0.7516317732664757,0.015539666339547337,0.0,0.0,0.0,0.0,273.35079653384,728.8338163990252,399.32405291174916,0.01956022326036456,0.968968899579777,2.9574591934730745,zero_dosing_open_loop,4,156.0
4,0.9647969962722837,0.0,35.46997114317877,35.46997114317877,974.9686941764419,35.46997114317877,0.5314755922198513,34.93849555095891,99.55169267994614,43.63307341843993,143.18476609838606,0.0,0.0,0.0934101329423154,0.0,0.0934101329423154,143.18476609838606,0.0,46.7050664711577,96.47969962722837,156.625,0.625,156.0,14976,digester_influent_original_dynamic.csv,True,12,0.0,0.0,,,7.128598175318365,7.311833596028128,1.0902651271888795,0.01409043310158041,0.0,0.0,0.0,0.0,353.43394391036,829.2264371357048,325.990098557254,0.03638062571141356,0.985016181995906,1.2301412155738674,zero_dosing_open_loop,4,156.0
5,1.0398632340339762,0.0,55.36492267487103,55.36492267487103,769.8910550745971,55.36492267487103,0.6734495687407988,54.69147310613023,106.35663940056145,42.018843692104895,148.37548309266631,0.0,0.0,0.08877831937853738,0.0,0.08877831937853738,148.37548309266631,0.0,44.38915968926869,103.98632340339762,156.75,0.75,156.0,14976,digester_influent_original_dynamic.csv,True,12,0.0,0.0,,,7.096860063963803,7.314974260596811,1.3547848104422484,0.01576052485339592,0.0,0.0,0.0,0.0,345.280332933699,865.0404549854704,347.1486495425899,0.0719126716824974,0.9878361688917076,0.7589434187212613,zero_dosing_open_loop,4,156.0
6,1.1091556108378544,0.0,57.93981836872155,57.93981836872155,733.1798835689177,57.93981836872155,0.6261489671437934,57.313669401577755,109.63509362955317,44.0958810215384,153.73097465109157,0.0,0.0,0.08563082713461229,0.0,0.08563082713461229,153.73097465109157,0.0,42.815413567306145,110.91556108378543,156.875,0.875,156.0,14976,digester_influent_original_dynamic.csv,True,12,0.0,0.0,,,7.076370368345165,7.318469225301075,1.5914957674505907,0.015917929614458995,0.0,0.0,0.0,0.0,284.822609485151,885.9843038833292,352.3212295673463,0.07902537926529908,0.989193114773694,0.7610635011127908,zero_dosing_open_loop,4,156.0
7,1.1237168436586358,0.0,49.81325585088576,49.81325585088576,618.5490925837223,49.81325585088576,0.44384616909864055,49.369409681787126,111.73242770178017,42.48300722150795,154.2154349232881,0.0,0.0,0.08368750111484902,0.0,0.08368750111484902,154.2154349232881,0.0,41.84375055742451,112.37168436586359,157.0,1.0,156.0,14976,digester_influent_original_dynamic.csv,True,12,0.0,0.0,,,7.06578568470898,7.322089257439742,1.8016906447418437,0.01409129847892085,0.0,0.0,0.0,0.0,190.127950134056,895.3806602030382,322.8201287193825,0.08053242086705252,0.9910897980564195,0.8528454222843683,zero_dosing_open_loop,4,156.0
8,1.0558368877220614,0.0,38.803645599117424,38.803645599117424,474.5100322429369,38.803645599117424,0.26205495338471946,38.541590645732704,110.49885561656018,36.718996163991655,147.2178517805518,0.0,0.0,0.08326832601669135,0.0,0.08326832601669135,147.2178517805518,0.0,41.63416300834567,105.58368877220613,157.125,1.125,156.0,14976,digester_influent_original_dynamic.csv,True,12,0.0,0.0,,,7.067912399903107,7.325296372316683,1.9385411777965884,0.011528456445185376,0.0,0.0,0.0,0.0,147.389208981065,872.3283870275308,270.6247680130477,0.0817762385669666,0.9932466408931773,0.9462769695233691,zero_dosing_open_loop,4,156.0
9,0.956599725065671,0.0,34.99645226741361,34.99645226741361,356.91738342263193,34.99645226741361,0.18629516189026976,34.81015710552335,106.65356561143969,31.03676317744674,137.69032878888646,0.0,0.0,0.0840607125646387,0.0,0.0840607125646387,137.69032878888646,0.0,42.03035628231935,95.6599725065671,157.25,1.25,156.0,14976,digester_influent_original_dynamic.csv,True,12,0.0,0.0,,,7.077102154179823,7.3279756072707105,2.0021249394990437,0.009832119622622655,0.0,0.0,0.0,0.0,146.946599696689,834.5000138385346,231.79492491737844,0.0980519691470833,0.9946767415032031,0.8868545571502437,zero_dosing_open_loop,4,156.0
10,0.8829002034005292,0.0,53.947352345169705,53.947352345169705,398.7805963652007,53.947352345169705,0.2852155916243213,53.66213675354538,101.2688484887602,29.56518651637939,130.8340350051396,0.0,0.0,0.08508802933017338,0.0,0.08508802933017338,130.8340350051396,0.0,42.54401466508669,88.29002034005292,157.375,1.375,156.0,14976,digester_influent_original_dynamic.csv,True,12,0.0,0.0,,,7.080718932218754,7.330552729652766,2.0220365015825292,0.011858483637338851,0.0,0.0,0.0,0.0,291.062182746744,799.0109585438366,255.0557596554219,0.13528078556702158,0.9947130752627221,0.5480377670291093,zero_dosing_open_loop,4,156.0
11,1.0195104663683623,0.0,79.05244218872913,79.05244218872913,1013.8238278080299,79.05244218872913,0.5293300866091317,78.52311210212001,105.7558494173412,37.7911250385327,143.54697445587394,0.0,0.0,0.08319185563807543,0.0,0.08319185563807543,143.54697445587394,0.0,41.59592781903772,101.95104663683622,157.5,1.5,156.0,14976,digester_influent_original_dynamic.csv,True,12,0.0,0.0,,,7.046909852725427,7.334214677401224,2.1885201772074936,0.015166253722492137,0.0,0.0,0.0,0.0,257.58604767483,899.3711208147422,332.4052120003022,0.07797453563470388,0.9933040640876672,0.4780513288673674,zero_dosing_open_loop,4,156.0
