decision_step,reward,stage1_vfa_in_kgCOD,stage1_vfa_out_kgCOD,stage1_vfa_produced_kgCOD,stage1_fermentable_in_kgCOD,stage2_vfa_in_kgCOD,stage2_vfa_out_kgCOD,stage2_vfa_removed_kgCOD,stage1_ch4_m3,stage2_ch4_m3,total_ch4_m3,chemical_m3,chemical_kmol,stage1_ph_violation_pH_d,stage2_ph_violation_pH_d,ph_violation_pH_d,reward_benefit,reward_chemical_cost,reward_ph_cost,reward_raw,time_d,episode_elapsed_d,episode_start_d,episode_start_index,influent_csv,use_dynamic_flow,action,stage1_signed_m3_d,stage2_signed_m3_d,stage1_pH_sp,stage2_pH_sp,stage1_pH,stage2_pH,stage1_vfa_kgCOD_m3,stage2_vfa_kgCOD_m3,stage1_q_NaOH_m3_d,stage1_q_HCl_m3_d,stage2_q_NaOH_m3_d,stage2_q_HCl_m3_d,q_ad_m3_d,stage1_q_ch4_m3_d,stage2_q_ch4_m3_d,stage1_acid_yield,stage2_vfa_conversion,stage2_ch4_per_vfa_in,policy,window_id,window_start_d
52,1.3251986199185404,0.0,187.07759717046486,187.07759717046486,887.9155945231423,187.07759717046486,0.6094718980899559,186.4681252723749,51.98927456516245,80.7180874266916,132.70736199185404,0.03749999999999999,0.9375,0.0,0.0,0.0,132.70736199185404,0.1875,0.0,132.51986199185404,84.625,6.625,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,5.606688896072784,7.058634693028835,8.129235570614835,0.024885630909733426,0.3,0.0,0.0,0.0,171.796712632909,428.4796248925675,616.4997155156944,0.2106929964113711,0.996742143862717,0.4314684849899017,ppo1000_deterministic,2,78.0
53,1.2910304911374209,0.0,190.09117328374495,190.09117328374495,746.3956523290291,190.09117328374495,0.5718377351219819,189.519335548623,53.2832960733538,76.0072530403883,129.2905491137421,0.03749999999999999,0.9375,0.0,0.0,0.0,129.2905491137421,0.1875,0.0,129.1030491137421,84.75,6.75,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,5.53868329009412,7.072822112879453,8.396398161632366,0.026243642845719006,0.3,0.0,0.0,0.0,210.360261388461,424.1539545754555,616.3960858185918,0.25467883245379386,0.9969917712366981,0.3998463038940474,ppo1000_deterministic,2,78.0
54,1.39450197780255,0.0,238.59896421855845,238.59896421855845,844.1573928621523,238.59896421855845,0.834073104553603,237.76489111400485,53.16510468511649,86.47259309513854,139.637697780255,0.03749999999999999,0.9375,0.0,0.0,0.0,139.637697780255,0.1875,0.0,139.450197780255,84.875,6.875,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,5.48190900465895,7.087382127802527,8.638725951966522,0.03156439568526321,0.3,0.0,0.0,0.0,208.552507172183,426.17544680941813,735.6822829282347,0.28264748521549793,0.996504288661582,0.36241814116145527,ppo1000_deterministic,2,78.0
55,1.4142430236506491,0.0,195.95194282806557,195.95194282806557,707.4349542872774,195.95194282806557,0.6632120867379502,195.28873074132767,52.54932702910889,89.06247533595601,141.6118023650649,0.03749999999999999,0.9375,0.0,0.0,0.0,141.6118023650649,0.1875,0.0,141.4243023650649,85.0,7.0,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,5.4338254831642105,7.102578602061611,8.897288914448664,0.027719826809277353,0.3,0.0,0.0,0.0,159.905645898452,410.8341708855745,675.7281926399407,0.2769893424696298,0.996615435003266,0.4545118259638908,ppo1000_deterministic,2,78.0
0,2.493613754674239,0.0,2.9643173010645,2.9643173010645,501.98847548333356,2.9643173010645,2.0377336755326305,0.9265836255318689,61.79709981469427,235.907743062037,297.7048428767312,0.03749999999999999,0.9375,0.09631193481861464,0.0,0.09631193481861464,297.7048428767312,0.1875,48.155967409307316,249.3613754674239,78.125,0.125,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.18910944478426,7.272520694281123,0.2319147337655647,0.10066833709423825,0.3,0.0,0.0,0.0,109.641346886226,429.70232948777607,1730.9853547812843,0.005905150109691946,0.312579097115929,79.5824869953434,fixed_action_22_s1_0p3_s2_0,2,78.0
1,1.864918499503667,0.0,3.857351587538239,3.857351587538239,377.1235703729032,3.857351587538239,0.951026872763555,2.9063247147746845,60.58486150306384,176.50089433682098,237.08575583988483,0.03749999999999999,0.9375,0.10081281177903628,0.0,0.10081281177903628,237.08575583988483,0.1875,50.40640588951814,186.49184995036669,78.25,0.25,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.220417974238222,7.2899894470382876,0.34710072765154637,0.05267826896503208,0.3,0.0,0.0,0.0,117.035632228651,515.9560330041918,1132.1455425666343,0.010228349248295604,0.7534508195115033,45.757014970331966,fixed_action_22_s1_0p3_s2_0,2,78.0
2,1.2036505622422988,0.0,9.216785795190477,9.216785795190477,462.02522351127175,9.216785795190477,0.7573097933887385,8.459476001801738,66.96303305986609,105.60802460963738,172.5710576695035,0.03749999999999999,0.9375,0.10403700289054721,0.0,0.10403700289054721,172.5710576695035,0.1875,52.01850144527361,120.36505622422987,78.375,0.375,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.239025099251277,7.301983307051688,0.47165582620737434,0.02530608032886921,0.3,0.0,0.0,0.0,252.943389966636,551.9589748852677,638.1829453474403,0.019948663679323173,0.9178336341738657,11.458227082237931,fixed_action_22_s1_0p3_s2_0,2,78.0
3,0.8755993178894187,0.0,18.93868473051008,18.93868473051008,992.6242592701782,18.93868473051008,0.6045859822660915,18.334098748243985,78.71245090946259,61.19235763520554,139.9048085446681,0.03749999999999999,0.9375,0.10431475351145247,0.0,0.10431475351145247,139.9048085446681,0.1875,52.15737675572624,87.55993178894187,78.5,0.5,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.226206899278121,7.308767732033223,0.744161627757121,0.015175137502443026,0.3,0.0,0.0,0.0,214.402666004098,708.0237654101569,395.32693058761123,0.019079409508321557,0.968076664727825,3.23107747480611,fixed_action_22_s1_0p3_s2_0,2,78.0
4,0.8676807671310199,0.0,21.209482584471864,21.209482584471864,865.6574125208252,21.209482584471864,0.2992319091570046,20.91025067531486,96.46445830336954,41.299986495031334,137.76444479840086,0.03749999999999999,0.9375,0.10161773617059773,0.0,0.10161773617059773,137.76444479840086,0.1875,50.80886808529887,86.76807671310199,78.625,0.625,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.202481010474409,7.31261331755294,1.0649518292090494,0.011385361489510797,0.3,0.0,0.0,0.0,171.04286807183,809.322991779985,288.41649267198505,0.024501011921920814,0.9858915978753728,1.947241585481598,fixed_action_22_s1_0p3_s2_0,2,78.0
5,0.8615127871747283,0.0,28.72368076439549,28.72368076439549,779.1700163099822,28.72368076439549,0.2507008699987089,28.472979894396776,103.13445585499927,32.7745947429793,135.9090505979786,0.03749999999999999,0.9375,0.09914054376101152,0.0,0.09914054376101152,135.9090505979786,0.1875,49.57027188050576,86.15127871747283,78.75,0.75,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.18542529854087,7.315443982578817,1.3361300176621884,0.010630027305827405,0.3,0.0,0.0,0.0,233.012085552924,831.6772412712756,249.45125568255375,0.036864458543240664,0.9912719796583497,1.1410304623495584,fixed_action_22_s1_0p3_s2_0,2,78.0
6,0.9153623253583948,0.0,47.67560595928199,47.67560595928199,864.3895414908953,47.67560595928199,0.37341634910945176,47.30218961017253,106.94310486471461,33.06643863993795,140.00954350465256,0.03749999999999999,0.9375,0.09657162193762615,0.0,0.09657162193762615,140.00954350465256,0.1875,48.285810968813074,91.53623253583947,78.875,0.875,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.161735245172539,7.318438678285895,1.633200603178174,0.012508800454847794,0.3,0.0,0.0,0.0,242.397115879864,874.3112425379062,280.4010237910447,0.0551552323007649,0.9921675594552826,0.6935714392005589,fixed_action_22_s1_0p3_s2_0,2,78.0
7,0.9850882264794101,0.0,44.294720883520746,44.294720883520746,688.5195524440219,44.294720883520746,0.31349529719585234,43.98122558632489,110.27285860556069,35.54004307996347,145.81290168552414,0.03749999999999999,0.9375,0.09423315807516627,0.0,0.09423315807516627,145.81290168552414,0.1875,47.116579037583136,98.508822647941,79.0,1.0,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.14993846248415,7.321748212000658,1.8926019618444145,0.012063376968111234,0.3,0.0,0.0,0.0,158.692009633083,884.1319528518479,279.3675965254696,0.06433327960881982,0.9929225133166493,0.8023539232456404,fixed_action_22_s1_0p3_s2_0,2,78.0
8,0.9413522328252611,0.0,35.24031232638509,35.24031232638509,526.6946677046858,35.24031232638509,0.19585794925883368,35.04445437712626,108.86418140986882,32.39826069324952,141.26244210311836,0.03749999999999999,0.9375,0.09387943764118448,0.0,0.09387943764118448,141.26244210311836,0.1875,46.93971882059224,94.13522328252611,79.125,1.125,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.1534803744720445,7.3247630452154695,2.071469631369393,0.010411270721383623,0.3,0.0,0.0,0.0,138.188233922011,856.8395627215164,244.48317952877898,0.06690842814103463,0.994442218688505,0.9193522575278746,fixed_action_22_s1_0p3_s2_0,2,78.0
9,0.8641436871288335,0.0,33.47625474844972,33.47625474844972,410.3586871988649,33.47625474844972,0.15345925278641817,33.3227954956633,105.03902235319005,28.995183508039787,134.03420586122985,0.03749999999999999,0.9375,0.09486467429669301,0.0,0.09486467429669301,134.03420586122985,0.1875,47.432337148346505,86.41436871288334,79.25,1.25,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.164693974554359,7.327495302068902,2.1950732936758124,0.00921158086583437,0.3,0.0,0.0,0.0,112.266246125793,824.7449308694486,220.95721656272744,0.08157803354173104,0.9954158774946733,0.8661417988935142,fixed_action_22_s1_0p3_s2_0,2,78.0
10,0.7784761454163714,0.0,37.313796276837216,37.313796276837216,390.8595983254386,37.313796276837216,0.14962457082742314,37.164171706009796,99.95548921924666,26.40233636947523,126.35782558872191,0.03749999999999999,0.9375,0.09664542209416954,0.0,0.09664542209416954,126.35782558872191,0.1875,48.32271104708477,77.84761454163714,79.375,1.375,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.179437300423482,7.3300654759567205,2.281172142152715,0.009407221509809683,0.3,0.0,0.0,0.0,173.068632529285,781.0264990718833,213.3738029508819,0.0954659842989679,0.9959901005591248,0.7075757227592694,fixed_action_22_s1_0p3_s2_0,2,78.0
11,0.8192202515826924,0.0,54.63157302237745,54.63157302237745,954.8599259826307,54.63157302237745,0.24276765530954686,54.3888053670679,101.11900026245979,29.514740897969034,130.63374116042883,0.03749999999999999,0.9375,0.0970484320043192,0.0,0.0970484320043192,130.63374116042883,0.1875,48.5242160021596,81.92202515826924,79.5,1.5,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.1669202704010475,7.333296804240517,2.4600883169354306,0.011339082979360534,0.3,0.0,0.0,0.0,191.454873887536,849.5902392671483,253.28519355250424,0.057214227485939365,0.9955562755769432,0.5402506145279691,fixed_action_22_s1_0p3_s2_0,2,78.0
12,1.0008148561523424,0.0,58.184979353991714,58.184979353991714,1000.0680141098237,58.184979353991714,0.2700165724964973,57.91496278149521,112.93459460251871,33.835888665852345,146.77048326837107,0.03749999999999999,0.9375,0.09300299530627365,0.0,0.09300299530627365,146.77048326837107,0.1875,46.50149765313682,100.08148561523424,79.625,1.625,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.123973045829171,7.336796967881236,2.7399159485925115,0.012493266943044442,0.3,0.0,0.0,0.0,161.965130910497,937.0547426056462,281.0838701188709,0.05818102222355655,0.9953593422994318,0.5815227407746957,fixed_action_22_s1_0p3_s2_0,2,78.0
13,1.1117429729981587,0.0,71.64992774651287,71.64992774651287,852.4165789533076,71.64992774651287,0.34251216028072257,71.30741558623215,118.21346867290896,37.12061246103533,155.3340811339443,0.03749999999999999,0.9375,0.08794456766825688,0.0,0.08794456766825688,155.3340811339443,0.1875,43.97228383412844,111.17429729981586,79.75,1.75,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.086974798909146,7.340285192354847,2.970341850087343,0.015275370159796919,0.3,0.0,0.0,0.0,235.174559996142,953.2534003776545,324.1316359911633,0.08405506124070541,0.995219644024032,0.5180830410933939,fixed_action_22_s1_0p3_s2_0,2,78.0
14,1.2477294884778427,0.0,88.89103030303862,88.89103030303862,822.8618597713594,88.89103030303862,0.4909015678810314,88.40012873515757,121.11636007295435,45.64980061710598,166.76616069006036,0.03749999999999999,0.9375,0.08361142368455218,0.0,0.08361142368455218,166.76616069006036,0.1875,41.80571184227609,124.77294884778428,79.875,1.875,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.055331289293297,7.344648816918641,3.2069419115209055,0.017997033811923472,0.3,0.0,0.0,0.0,213.217283696438,979.2882901827628,387.25509709592944,0.10802667452315497,0.9944774904036153,0.5135478851069804,fixed_action_22_s1_0p3_s2_0,2,78.0
15,1.3105260639472323,0.0,81.41218714826734,81.41218714826734,721.1557724607239,81.41218714826734,0.4407180042779589,80.97146914398938,122.60238568598872,48.92771572393271,171.53010140992143,0.03749999999999999,0.9375,0.08057999003039638,0.0,0.08057999003039638,171.53010140992143,0.1875,40.289995015198194,131.05260639472323,80.0,2.0,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.037695981417388,7.349382342709769,3.4320229916466527,0.01800036398565287,0.3,0.0,0.0,0.0,189.498120863155,977.6487420044197,390.30985379261483,0.112891264629933,0.994586584395831,0.6009876093222489,fixed_action_22_s1_0p3_s2_0,2,78.0
16,1.281740809224451,0.0,65.70947457537319,65.70947457537319,513.5794262312348,65.70947457537319,0.3172656325890898,65.3922089427841,121.09777626352243,46.96922003427738,168.06699629779982,0.03749999999999999,0.9375,0.07941083075070939,0.0,0.07941083075070939,168.06699629779982,0.1875,39.70541537535469,128.1740809224451,80.125,2.125,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.036436842486776,7.3539836101639695,3.603299625634418,0.01546090344775381,0.3,0.0,0.0,0.0,125.126354528172,953.5994609591436,350.51277245002456,0.12794413331072194,0.9951716912265799,0.7148013332597952,fixed_action_22_s1_0p3_s2_0,2,78.0
17,1.1513288786579639,0.0,50.083677048950705,50.083677048950705,358.7778153016458,50.083677048950705,0.19003646934535806,49.893640579605346,115.88328518258473,39.699099496905085,155.58238467948982,0.03749999999999999,0.9375,0.08052399362738687,0.0,0.08052399362738687,155.58238467948982,0.1875,40.261996813693436,115.13288786579639,80.25,2.25,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.052728884884257,7.357762517482221,3.701886243199731,0.012682431502168415,0.3,0.0,0.0,0.0,107.393553136833,902.138022549285,291.48558084606145,0.13959524505951515,0.9962056206624043,0.7926554485626932,fixed_action_22_s1_0p3_s2_0,2,78.0
18,1.0440392981519664,0.0,79.4932999332329,79.4932999332329,452.2947282468514,79.4932999332329,0.2995983489964609,79.19370158423645,109.1134998668672,36.878397282661666,145.99189714952882,0.03749999999999999,0.9375,0.08280093466866437,0.0,0.08280093466866437,145.99189714952882,0.1875,41.400467334332184,104.40392981519665,80.375,2.375,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.067152318488008,7.361205768008116,3.7420797301635154,0.01649526510054311,0.3,0.0,0.0,0.0,267.682927302258,855.1016885617516,327.258920794,0.1757555305615842,0.9962311496786762,0.4639183090101448,fixed_action_22_s1_0p3_s2_0,2,78.0
19,1.2442547896654899,0.0,130.3263106879912,130.3263106879912,1102.1504078818352,130.3263106879912,0.7118499292296792,129.61446075876154,113.24995450869949,52.24961989978763,165.49957440848715,0.03749999999999999,0.9375,0.08177319088387633,0.0,0.08177319088387633,165.49957440848715,0.1875,40.88659544193816,124.42547896654898,80.5,2.5,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,7.035224959605654,7.366886067900687,3.90141655023427,0.022850686699198826,0.3,0.0,0.0,0.0,235.122809807196,964.3679430682424,468.87532185544484,0.11824730069143509,0.994537941529444,0.4009138264097437,fixed_action_22_s1_0p3_s2_0,2,78.0
20,1.4422158121992361,0.0,96.27520310549585,96.27520310549585,859.2994914276071,96.27520310549585,0.5211202986260688,95.75408280686977,125.4253073797825,57.04576417422999,182.4710715540125,0.03749999999999999,0.9375,0.07612398066817774,0.0,0.07612398066817774,182.4710715540125,0.1875,38.06199033408887,144.22158121992362,80.625,2.625,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.989303572401373,7.372783685793994,4.147837925426017,0.021021520703205666,0.3,0.0,0.0,0.0,190.947363603978,1017.4425130368171,437.7234147481558,0.11203917151812569,0.9945871804803669,0.5925281103974481,fixed_action_22_s1_0p3_s2_0,2,78.0
21,1.4526784599045748,0.0,95.28122609413197,95.28122609413197,694.8170343211444,95.28122609413197,0.46565098439686176,94.8155751097351,127.30230244761006,53.99001529501794,181.292317742628,0.03749999999999999,0.9375,0.07167394350434102,0.0,0.07167394350434102,181.292317742628,0.1875,35.836971752170506,145.2678459904575,80.75,2.75,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.963139582104136,7.377841250880581,4.327839769926616,0.020659075487009123,0.3,0.0,0.0,0.0,186.348092520056,1013.331024655423,426.3402582898746,0.13713139054977888,0.9951128779143035,0.566638544739959,fixed_action_22_s1_0p3_s2_0,2,78.0
22,1.4926625541037806,0.0,121.7156638944554,121.7156638944554,871.4174341321973,121.7156638944554,0.6251318434917776,121.09053205096363,127.34935588161042,56.55830625225173,183.90766213386217,0.03749999999999999,0.9375,0.06890781344696824,0.0,0.06890781344696824,183.90766213386217,0.1875,34.45390672348412,149.26625541037805,80.875,2.875,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.939128849446938,7.3828900248352,4.490098239859114,0.024409102374221024,0.3,0.0,0.0,0.0,222.018670374823,1034.4240838645867,484.3452053333056,0.1396754977890317,0.9948639984083408,0.46467565835483376,fixed_action_22_s1_0p3_s2_0,2,78.0
23,1.591710615353523,0.0,109.56938992710863,109.56938992710863,745.4736944471169,109.56938992710863,0.5807553399610001,108.98863458714763,130.86344565206176,61.295211150764125,192.15865680282587,0.03749999999999999,0.9375,0.06560019053494717,0.0,0.06560019053494717,192.15865680282587,0.1875,32.80009526747359,159.1710615353523,81.0,3.0,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.915151078484089,7.388577741343301,4.687482353016743,0.02349973183878113,0.3,0.0,0.0,0.0,171.311865263032,1047.4801576659765,479.0607420790621,0.14697955238832558,0.9946996570817146,0.5594191150607022,fixed_action_22_s1_0p3_s2_0,2,78.0
24,1.5328575761822554,0.0,82.22152800245965,82.22152800245965,523.5802235766021,82.22152800245965,0.37429668042776265,81.8472313220319,129.39588291340934,56.04531971568704,185.44120262909638,0.03749999999999999,0.9375,0.06393589002174169,0.0,0.06393589002174169,185.44120262909638,0.1875,31.967945010870842,153.28575761822555,81.125,3.125,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.912061333486679,7.393740453174813,4.828747955765053,0.019403232405714302,0.3,0.0,0.0,0.0,115.445667193802,1018.9586382050983,412.4330805989531,0.15703711542196988,0.9954477046398779,0.6816380220276428,fixed_action_22_s1_0p3_s2_0,2,78.0
25,1.3822703148483506,0.0,67.52323441059005,67.52323441059005,389.7938011363682,67.52323441059005,0.24248224034982507,67.28075217024022,124.19138072442402,46.68563418560113,170.87701491002517,0.03749999999999999,0.9375,0.06492496685038018,0.0,0.06492496685038018,170.87701491002517,0.1875,32.462483425190094,138.22703148483507,81.25,3.25,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.927274654277794,7.397815672716005,4.900691335032147,0.016413038087874865,0.3,0.0,0.0,0.0,113.411401631213,972.0321315135682,348.9680422434626,0.17322808678265061,0.9964089066161232,0.691401035408327,fixed_action_22_s1_0p3_s2_0,2,78.0
26,1.3027641571898736,0.0,108.71755916703304,108.71755916703304,478.1788194097498,108.71755916703304,0.4118487028913582,108.30571046414168,118.77853165467499,45.16807855675619,163.9466102114312,0.03749999999999999,0.9375,0.06696538898488767,0.0,0.06696538898488767,163.9466102114312,0.1875,33.482694492443834,130.27641571898735,81.375,3.375,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.939104903246712,7.401510604329301,4.92266751815124,0.021971639764915007,0.3,0.0,0.0,0.0,259.170598985471,942.4854304322604,408.9381628881202,0.2273575381302561,0.9962117554326381,0.4154625885903142,fixed_action_22_s1_0p3_s2_0,2,78.0
27,1.5294828221139698,0.0,163.50590203915013,163.50590203915013,1022.2891584226553,163.50590203915013,0.8898730326137112,162.6160290065364,123.19040892962447,62.81046018626782,186.0008691158923,0.03749999999999999,0.9375,0.06573017380899063,0.0,0.06573017380899063,186.0008691158923,0.1875,32.865086904495314,152.948282211397,81.5,3.5,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.907914277411825,7.407406638588899,5.051524257140696,0.029730062994912418,0.3,0.0,0.0,0.0,235.716159703474,1029.295865249344,556.0374793137817,0.15994095280383502,0.9945575479446567,0.38414796899030823,fixed_action_22_s1_0p3_s2_0,2,78.0
28,1.7111843247894956,0.0,128.95600928154985,128.95600928154985,874.8089439126298,128.95600928154985,0.7294382005208621,128.226571081029,132.41433891688212,69.05191910735435,201.46625802423648,0.03749999999999999,0.9375,0.06032065109057383,0.0,0.06032065109057383,201.46625802423648,0.1875,30.160325545286916,171.11843247894956,81.625,3.625,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.862714412625305,7.413950436147588,5.239013280100913,0.02795463233362521,0.3,0.0,0.0,0.0,174.223399911427,1074.1908813127652,537.3550374505498,0.14741048337341775,0.9943435113680644,0.5354687966234531,fixed_action_22_s1_0p3_s2_0,2,78.0
29,1.7086272715943727,0.0,121.95504147513404,121.95504147513404,800.2707996427671,121.95504147513404,0.6193639486734274,121.33567752646059,134.36540320025938,64.49038705818609,198.85579025844547,0.03749999999999999,0.9375,0.0556111261980164,0.0,0.0556111261980164,198.85579025844547,0.1875,27.8055630990082,170.86272715943727,81.75,3.75,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.831014561468498,7.419442652760831,5.382421966932211,0.0273572148855189,0.3,0.0,0.0,0.0,205.071269472137,1075.909111700719,512.417386242893,0.15239221714646287,0.9949213747854799,0.5288046010901101,fixed_action_22_s1_0p3_s2_0,2,78.0
30,1.7779084245880703,0.0,152.04939037021,152.04939037021,933.5704462527872,152.04939037021,0.8250571375546619,151.22433323265534,135.97571188878905,67.79000418842463,203.76571607721365,0.03749999999999999,0.9375,0.051574747236813254,0.0,0.051574747236813254,203.76571607721365,0.1875,25.787373618406626,177.79084245880702,81.875,3.875,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.795523317415371,7.424725648742778,5.524666624714419,0.03154213792946495,0.3,0.0,0.0,0.0,225.118450030383,1100.3776898627239,572.508509508153,0.16286868439389188,0.994573755701711,0.4458419992567511,fixed_action_22_s1_0p3_s2_0,2,78.0
31,1.8786008505580376,0.0,146.11067529127945,146.11067529127945,789.5250449661156,146.11067529127945,0.8374301347543861,145.27324515652506,138.25401150431534,73.28106633082508,211.5350778351404,0.03749999999999999,0.9375,0.046974985558673334,0.0,0.046974985558673334,211.5350778351404,0.1875,23.487492779336666,187.86008505580375,82.0,4.0,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.761241768795047,7.43051200457026,5.689023100557675,0.03210689357545798,0.3,0.0,0.0,0.0,192.087758142129,1103.9126916790544,588.0575031083001,0.1850614824986966,0.9942685219058435,0.5015449157615305,fixed_action_22_s1_0p3_s2_0,2,78.0
32,1.8375078358064543,0.0,110.78312961362289,110.78312961362289,510.98042635451793,110.78312961362289,0.5780401758418406,110.20508943778107,135.99008854478024,70.02471135463307,206.0147998994133,0.03749999999999999,0.9375,0.04415303263753575,0.0,0.04415303263753575,206.0147998994133,0.1875,22.076516318767872,183.75078358064542,82.125,4.125,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.751544055409365,7.436241261093515,5.822168716263372,0.026917129503408598,0.3,0.0,0.0,0.0,121.924229472819,1069.3290643276528,520.0674112223222,0.2168050357701209,0.9947822364482946,0.6320882213641869,fixed_action_22_s1_0p3_s2_0,2,78.0
33,1.6654283656569613,0.0,92.75757994115526,92.75757994115526,349.26916174089234,92.75757994115526,0.38605924746209197,92.37152069369318,130.19012620447265,59.019444857774516,189.2095710622471,0.03749999999999999,0.9375,0.044958468993102005,0.0,0.044958468993102005,189.2095710622471,0.1875,22.479234496551,166.54283656569612,82.25,4.25,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.769258309184608,7.440870886141882,5.879091710540928,0.023056418137476675,0.3,0.0,0.0,0.0,123.648690932808,1016.2789679378917,446.41842850614944,0.26557620912998925,0.9958379762849895,0.6362762471295179,fixed_action_22_s1_0p3_s2_0,2,78.0
34,1.5434471849709663,0.0,117.3101939472767,117.3101939472767,315.61144373112126,117.3101939472767,0.471120778521524,116.83907316875519,123.58581266686593,54.977024280610905,178.56283694747688,0.03749999999999999,0.9375,0.048061236900760466,0.0,0.048061236900760466,178.56283694747688,0.1875,24.030618450380235,154.34471849709664,82.375,4.375,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.797516899347021,7.444949866646095,5.872371534412393,0.02560562706189913,0.3,0.0,0.0,0.0,207.5002387944,932.5478217458132,458.801200375222,0.37169182638135495,0.995983974088959,0.4686466063240804,fixed_action_22_s1_0p3_s2_0,2,78.0
35,1.6476067029152608,0.0,165.4638775771081,165.4638775771081,812.8875280522625,165.4638775771081,0.8434232507561992,164.6204543263519,124.40202412621582,65.52214729845976,189.92417142467562,0.03749999999999999,0.9375,0.049952002266299055,0.0,0.049952002266299055,189.92417142467562,0.1875,24.976001133149527,164.76067029152608,82.5,4.5,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.79302112119368,7.450270715464276,5.925373221294332,0.032074672220188574,0.3,0.0,0.0,0.0,195.934841366734,1031.1557640414962,564.8007623648973,0.20355076424111407,0.9949026744501189,0.39599064314158644,fixed_action_22_s1_0p3_s2_0,2,78.0
36,1.7585973698900035,0.0,123.49094668046413,123.49094668046413,705.3328940081931,123.49094668046413,0.6281682961757159,122.8627783842884,131.36283379003416,68.23702663753029,199.59986042756444,0.03749999999999999,0.9375,0.04710524687712822,0.0,0.04710524687712822,199.59986042756444,0.1875,23.552623438564112,175.85973698900034,82.625,4.625,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.7636775740183985,7.456213705449477,6.060166879420782,0.028493907255789205,0.3,0.0,0.0,0.0,140.426079323237,1056.9001798416525,519.7271286123146,0.17508179149096892,0.9949132441441142,0.5525670380849479,fixed_action_22_s1_0p3_s2_0,2,78.0
37,1.6930426051238083,0.0,115.84198152314531,115.84198152314531,581.7565262123226,115.84198152314531,0.5093460185662848,115.33263550457899,130.72536270562046,60.875248732263294,191.60061143788377,0.03749999999999999,0.9375,0.044217701851005854,0.0,0.044217701851005854,191.60061143788377,0.1875,22.108850925502928,169.30426051238084,82.75,4.75,78.0,7488,digester_influent_original_dynamic.csv,True,22,0.3,0.0,,,6.746785934026709,7.46096921726692,6.140613416717062,0.027115323230015614,0.3,0.0,0.0,0.0,179.451766481633,1037.057013805287,478.7895446050503,0.1991245070809342,0.9956030964606337,0.5255024813271204,fixed_action_22_s1_0p3_s2_0,2,78.0
