policy,fixed_action,action,stage1_signed_m3_d,stage2_signed_m3_d,stage1_q_NaOH_m3_d,stage1_q_HCl_m3_d,stage2_q_NaOH_m3_d,stage2_q_HCl_m3_d,total_reward,total_reward_raw,total_reward_benefit,total_reward_chemical_cost,total_reward_ph_cost,total_stage1_vfa_produced_kgCOD,total_stage2_vfa_removed_kgCOD,total_stage1_ch4_m3,total_stage2_ch4_m3,total_total_ch4_m3,total_chemical_m3,total_chemical_kmol,total_ph_violation_pH_d,steps,final_time_d,final_stage1_pH,final_stage2_pH,mean_stage1_pH,mean_stage2_pH,mean_stage1_acid_yield,mean_stage2_vfa_conversion,mean_stage2_ch4_per_vfa_in
fixed_open_loop_action,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10957495332179612,-10.957495332179604,365.8129197235914,0.0,376.770415055771,150.53525671565924,144.02333502861742,707.7352936479572,712.5432797931476,1420.2785734411045,0.0,0.0,0.753540830111542,8,1.0,7.121078844920104,7.318932998537958,7.151766943075262,7.30424287611657,0.030117862796688967,0.8781874998265566,11.993006533951192
fixed_open_loop_action,13,13.0,0.0,5.0,0.0,0.0,5.0,0.0,-1.2723240902844237,-127.23240902844235,350.5392528041408,3.75,474.02166183258316,150.53525671565924,140.66527485393019,707.7352936479572,593.3872123455136,1301.122505993471,5.0,125.0,0.9480433236651663,8,1.0,7.121078844920104,8.385104865347232,7.151766943075262,7.947196246460965,0.030117862796688967,0.8543964044074437,10.267706088687108
fixed_open_loop_action,14,14.0,0.0,20.0,0.0,0.0,20.0,0.0,-7.296000775366407,-729.6000775366407,312.8252041638144,15.0,1027.4252817004551,150.53525671565924,124.62730306174063,707.7352936479572,376.62644386414553,1084.3617375121025,20.0,500.0,2.0548505634009104,8,1.0,7.121078844920104,11.643001879246555,7.151766943075262,9.319445414823175,0.030117862796688967,0.747049076102267,6.394751691424136
fixed_open_loop_action,15,15.0,0.1,-20.0,0.1,0.0,0.0,20.0,-0.3465645853088699,-34.65645853088699,388.3760684476928,6.854999999999999,416.1775269785797,152.06361474320005,146.4235354575028,699.7983838646777,898.889182469899,1598.6875663345763,20.1,228.5,0.8323550539571594,8,1.0,7.145051273283632,6.430781658582025,7.168610162660642,6.717897804928019,0.030423644168986602,0.8894985898631516,14.75405313818628
fixed_open_loop_action,16,16.0,0.1,-5.0,0.1,0.0,0.0,5.0,-0.043294592286705014,-4.329459228670501,381.98189047665454,1.77,384.54134970532505,152.06361474320005,146.02596013235598,699.7983838646777,838.9231560109852,1538.7215398756628,5.1,59.0,0.7690826994106501,8,1.0,7.145051273283632,6.969878907011281,7.168610162660642,7.09326009964624,0.030423644168986602,0.8830172088063483,13.269622721677054
fixed_open_loop_action,17,17.0,0.1,0.0,0.1,0.0,0.0,0.0,-0.15714000648686843,-15.714000648686842,368.9023490566382,0.075,384.54134970532505,152.06361474320005,145.54745498211219,699.7983838646777,712.91279331326,1412.7111771779373,0.1,2.5,0.7690826994106501,8,1.0,7.145051273283632,7.319669324869075,7.168610162660642,7.304570165440802,0.030423644168986602,0.8784162173055236,11.965373181430161
fixed_open_loop_action,18,18.0,0.1,5.0,0.1,0.0,5.0,0.0,-1.3208906862635508,-132.0890686263551,353.6230496519237,3.8249999999999993,481.8871182782788,152.06361474320005,142.18202904950934,699.7983838646777,593.7740585921432,1293.5724424568207,5.1,127.49999999999999,0.9637742365565576,8,1.0,7.145051273283632,8.385497304649956,7.168610162660642,7.9474400457722005,0.030423644168986602,0.8547656807359398,10.24555903350362
fixed_open_loop_action,19,19.0,0.1,20.0,0.1,0.0,20.0,0.0,-7.345436342123884,-734.5436342123884,315.8824934724978,15.075000000000003,1035.3511276848863,152.06361474320005,126.13886724987786,699.7983838646777,376.8001147941991,1076.598498658877,20.1,502.5000000000001,2.0707022553697723,8,1.0,7.145051273283632,11.643690836827705,7.168610162660642,9.319744643041684,0.030423644168986602,0.7482323575915885,6.38046144221476
fixed_open_loop_action,20,20.0,0.3,-20.0,0.3,0.0,0.0,20.0,-0.44546014265450684,-44.54601426545069,394.72475457642815,7.005000000000001,432.2657688418788,155.20263531744197,149.5565580324124,683.1209769547297,899.6556122657375,1582.7765892204673,20.299999999999997,233.5,0.8645315376837577,8,1.0,7.195355607979255,6.432031419135278,7.203850018032849,6.718371059739878,0.031051673728530765,0.8898876960873154,14.682944391172489
fixed_open_loop_action,21,21.0,0.3,-5.0,0.3,0.0,0.0,5.0,-0.14379768559241723,-14.379768559241711,388.33257727518964,1.92,400.79234583443133,155.20263531744197,149.15852134556377,683.1209769547297,839.7142061218394,1522.835183076569,5.300000000000001,64.0,0.8015846916688627,8,1.0,7.195355607979255,6.971079889630727,7.203850018032849,7.093801297167715,0.031051673728530765,0.8834376177186354,13.202542402574824
fixed_open_loop_action,22,22.0,0.3,0.0,0.3,0.0,0.0,0.0,-0.2578908365923964,-25.789083659239644,375.22826217519173,0.22499999999999998,400.79234583443133,155.20263531744197,148.67774818817955,683.1209769547297,713.4787866957021,1396.5997636504317,0.30000000000000004,7.5,0.8015846916688627,8,1.0,7.195355607979255,7.321227497061811,7.203850018032849,7.305254331421283,0.031051673728530765,0.8788734823717453,11.909325219572588
fixed_open_loop_action,23,23.0,0.3,5.0,0.3,0.0,5.0,0.0,-1.4235892716950462,-142.35892716950462,359.9537289201518,3.9749999999999996,498.33765608965643,155.20263531744197,145.29715438224395,683.1209769547297,594.539392204659,1277.6603691593887,5.300000000000001,132.5,0.9966753121793127,8,1.0,7.195355607979255,8.386337835226243,7.203850018032849,7.947953303698692,0.031051673728530765,0.855502808347441,10.201126699133802
fixed_open_loop_action,24,24.0,0.3,20.0,0.3,0.0,20.0,0.0,-7.449964526283768,-744.9964526283768,322.1602983626687,15.225000000000001,1051.9317509910456,155.20263531744197,129.24346113319774,683.1209769547297,377.1420191202898,1060.2629960750194,20.299999999999997,507.5,2.103863501982091,8,1.0,7.195355607979255,11.64516748895732,7.203850018032849,9.32038180091645,0.031051673728530765,0.7505899189552874,6.351819986670502
