policy,total_reward,total_reward_raw,total_reward_benefit,total_reward_chemical_cost,total_reward_ph_cost,total_stage1_vfa_produced_kgCOD,total_stage2_vfa_removed_kgCOD,total_stage1_ch4_m3,total_stage2_ch4_m3,total_total_ch4_m3,total_chemical_m3,total_chemical_kmol,total_ph_violation_pH_d,steps,final_time_d,final_stage1_pH,final_stage2_pH,mean_stage1_pH,mean_stage2_pH,mean_stage1_acid_yield,mean_stage2_vfa_conversion,mean_stage2_ch4_per_vfa_in,fixed_action,action,stage1_signed_m3_d,stage2_signed_m3_d,stage1_q_NaOH_m3_d,stage1_q_HCl_m3_d,stage2_q_NaOH_m3_d,stage2_q_HCl_m3_d
dqn_deterministic,-2.722673904738671,-272.26739047386707,338.2611663641625,5.231249999999999,605.2973068380295,152.06361474320005,133.65654580933648,699.7983838646777,525.4100581162593,1225.2084419809369,6.9750000000000005,174.375,1.210594613676059,8,1.0,7.145051273283632,8.606161490588864,7.168610162660642,8.292739834007811,0.030423644168986602,0.7885118667068273,7.610999171568786,,,,,,,,
best_fixed_open_loop_action,0.12215029448816789,12.215029448816786,370.7839984675014,1.8983999999999996,356.67056901868466,146.5322759769531,140.5059970705288,728.0356807282739,837.4572542001955,1565.4929349284694,5.6,63.27999999999999,0.7133411380373693,8,1.0,7.05872785667157,6.967789058419964,7.108187836799902,7.092314682264973,0.029316979154567414,0.8822378963151243,13.39374009870055,1.0,1.0,-0.6,-5.0,0.0,0.6,0.0,5.0
zero_dosing_open_loop,-0.10957495332179612,-10.957495332179604,365.8129197235914,0.0,376.770415055771,150.53525671565924,144.02333502861742,707.7352936479572,712.5432797931476,1420.2785734411045,0.0,0.0,0.753540830111542,8,1.0,7.121078844920104,7.318932998537958,7.151766943075262,7.30424287611657,0.030117862796688967,0.8781874998265566,11.993006533951192,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
