episode,steps,global_step_end,episode_time_s,elapsed_run_time_s,total_reward,total_reward_raw,total_reward_benefit,total_reward_chemical_cost,total_reward_ph_cost,total_stage1_vfa_produced_kgCOD,total_stage2_vfa_removed_kgCOD,total_stage1_ch4_m3,total_stage2_ch4_m3,total_total_ch4_m3,total_chemical_m3,total_chemical_kmol,total_ph_violation_pH_d,final_stage1_pH,final_stage2_pH,mean_stage1_pH,mean_stage2_pH,update_policy_loss,update_value_loss,update_entropy,update_approx_kl
57,56,3248,6.651690721511841,363.9222695827484,70.61574753368852,7061.574753368851,8633.651940206923,196.6925,1375.3846868380713,5079.308568399065,5050.267083700464,5604.13765298983,3029.5142872170927,8633.651940206923,67.01249999999999,983.4624999999999,2.7507693736761425,5.228919627915206,7.094521038794504,6.581264490379534,7.0950108281585305,,,,
58,56,3304,5.7559309005737305,371.55970215797424,62.984957264203565,6298.495726420358,8349.779929791095,204.8015,1846.4827033707377,5193.823133008702,5120.105648713316,5300.7923179568315,3048.9876118342627,8349.779929791095,66.38749999999999,1024.0075,3.692965406741475,5.117882701267671,7.252896942021824,6.47697426433984,7.698471591970084,,,,
59,56,3360,5.333841323852539,378.09246039390564,62.606593443918506,6260.65934439185,8301.126005500675,185.11950000000002,1855.3471611088246,5042.465817878192,4971.480146543978,5574.006959490259,2727.119046010417,8301.126005500675,58.3,925.5974999999999,3.710694322217649,5.1733132930659895,7.819895666573818,6.552231346186132,7.69566230851435,-0.17096209526062012,133.89967346191406,2.8731071949005127,0.00442992290481925
60,56,3416,4.774094581604004,383.9925637245178,39.112351201348716,3911.2351201348715,8316.556578772948,195.9375,4209.383958638076,4895.829235667358,4815.073442145438,5818.780300431596,2497.7762783413523,8316.556578772948,75.14999999999999,979.6875,8.418767917276153,5.252204614621817,1.9607214014904877,6.610118681087893,5.880456960270043,,,,
61,56,3472,4.95234751701355,390.04032015800476,50.197983048708906,5019.798304870892,7735.898193748187,187.99400000000003,2528.1058888772945,5289.424837005323,5179.140832498546,5244.740626185378,2491.157567562809,7735.898193748187,70.15,939.97,5.056211777754589,5.121472910047189,5.616509140932575,6.492942949326211,6.401294390870483,,,,
62,56,3528,4.857461929321289,396.067626953125,62.91008032763283,6291.008032763284,8161.800436190758,214.82600000000002,1655.9664034274745,5335.156646806138,5286.075982515213,5077.042742387286,3084.7576938034726,8161.800436190758,77.61249999999998,1074.13,3.311932806854949,5.11196995342307,6.37232943294252,6.425958294412345,6.7026487910707795,,,,
63,56,3584,4.834212064743042,402.08714866638184,20.52457080581112,2052.4570805811118,7239.840693250913,199.73900000000003,4987.644612669801,5281.228893779759,5097.15749590212,5192.602098266852,2047.2385949840598,7239.840693250913,73.9375,998.695,9.975289225339603,5.107291070871448,5.216255954637445,6.4644916727609845,5.770849013077588,-0.07878925651311874,159.68406677246094,2.8191421031951904,0.006692696362733841
64,56,3640,4.812520503997803,408.16170263290405,38.16190629461521,3816.19062946152,7988.014032324073,219.61200000000002,3952.211402862552,5102.486243884301,5008.923478011782,5512.885489414428,2475.1285429096456,7988.014032324073,81.9125,1098.06,7.904422805725105,5.176306647185529,2.3548587368688656,6.5451948653764855,5.9981020040398,,,,
65,56,3696,4.76448392868042,414.04494047164917,69.79719275095906,6979.719275095907,8667.97309873741,201.876,1486.3778236415042,5044.705965959294,5015.598219243639,5578.3947383213,3089.578360416111,8667.97309873741,70.9125,1009.38,2.9727556472830083,5.19872807529883,6.816661798231592,6.552033662341938,7.046874885173828,,,,
66,56,3752,4.814519166946411,420.03426122665405,-13.289323375410136,-1328.9323375410136,6412.903268497781,208.38750000000005,7533.448106038795,5435.735156600034,5127.144756716006,4783.234503370419,1629.6687651273623,6412.903268497781,81.75,1041.9375,15.066896212077591,5.0546351880570555,1.486409105663279,6.3178428365082935,4.944073914667628,,,,
