initial_T_reactor_C,initial_T_in_C,term_factor_target,term_factor_value,base_heat_loss_time_factor,feed_heat_time_factor,air_temp_C,soil_temp_C,heat_loss_time_factor,heater_heat_time_factor,heater_down_tau_d,heater_base_temp_C,heater_base_temp_K,heater_step_temp_C,heater_step_temp_K,heater_scenario,heater_temp_min_C,heater_temp_max_C,heater_temp_increment_C,temperature_setpoint_C,control_interval_d,control_interval_h,controller_Kc_m3_d_C,controller_Ti_d,controller_q_bias_m3_d,controller_q_min_m3_d,controller_q_max_m3_d,influent_temperature_source,influent_temp_noise_mean_C,influent_temp_noise_std_C,influent_temp_noise_clip_C,influent_temp_noise_seed,influent_temp_noise_sample_mean_C,influent_temp_noise_sample_std_C,reactor_vol_heat_capacity_MJ_m3_K,sludge_specific_heat_MJ_kg_K,methane_LHV_MJ_m3,heater_thermal_efficiency,design_population_cap,raw_sludge_solids_kg_cap_d,raw_sludge_solids_fraction,raw_sludge_solids_kg_d,sludge_density_kg_m3,book_wet_sludge_mass_kg_d,initial_wet_sludge_mass_kg_d,final_wet_sludge_mass_kg_d,digester_diameter_m,digester_cover_area_m2,digester_air_wall_area_m2,digester_soil_wall_area_m2,cover_U_J_m2_h_K,air_wall_U_J_m2_h_K,soil_wall_U_J_m2_h_K,wet_soil_wall_U_J_m2_h_K,volatile_solids_fraction,volatile_solids_destruction,biogas_yield_m3_kg_VS_destroyed,biogas_methane_fraction,produced_biogas_m3_d,produced_methane_m3_d,initial_feed_heat_raw_MJ_d,initial_feed_heat_MJ_d,initial_cover_heat_loss_MJ_d,initial_air_wall_heat_loss_MJ_d,initial_soil_wall_heat_loss_MJ_d,initial_wet_soil_wall_heat_loss_MJ_d,initial_wall_heat_loss_MJ_d,initial_heater_heat_setpoint_raw_MJ_d,initial_heater_heat_setpoint_MJ_d,initial_heater_heat_raw_MJ_d,initial_heater_heat_MJ_d,q_ad_m3_d,initial_q_ad_m3_d,final_q_ad_m3_d,pyadm_q_ch4_base_m3_d,q_ch4_heater_base_m3_d,q_ch4_heater_step_m3_d,q_biogas_heater_base_m3_d,q_biogas_heater_step_m3_d,methane_use_fraction_base,textbook_methane_use_fraction_base,textbook_methane_use_fraction_step,step_start_d,step_end_d,step_fraction,step_absolute_m3_d,yuki_kinetics_enabled,R_si_J_mol_K,Ea_hyd_J_mol,seconds_per_day,hyd_fit_ref_temp_K,hyd_fit_ref_temp_C,hyd_fit_ref_rate_d,A0_hyd_fit_35C_s,A0_hyd_ch_s,A0_hyd_pr_s,A0_hyd_li_s,T_yuki_ref_K,T_yuki_opt_K,T_yuki_max_K,alpha_AI_SU_d_K,alpha_AI_AA_d_K,alpha_AI_LCFA_d_K,alpha_AE_HVa_d_K,alpha_AE_HBu_d_K,alpha_AE_HPr_d_K,alpha_ME_HAc_d_K,alpha_ME_H2_d_K,base_35C_k_hyd_ch_T_d,base_35C_k_hyd_pr_T_d,base_35C_k_hyd_li_T_d,base_35C_k_m_su_T_d,base_35C_k_m_aa_T_d,base_35C_k_m_fa_T_d,base_35C_k_m_va_T_d,base_35C_k_m_bu_T_d,base_35C_k_m_pro_T_d,base_35C_k_m_ac_T_d,base_35C_k_m_h2_T_d,step_55C_k_hyd_ch_T_d,step_55C_k_hyd_pr_T_d,step_55C_k_hyd_li_T_d,step_55C_k_m_su_T_d,step_55C_k_m_aa_T_d,step_55C_k_m_fa_T_d,step_55C_k_m_va_T_d,step_55C_k_m_bu_T_d,step_55C_k_m_pro_T_d,step_55C_k_m_ac_T_d,step_55C_k_m_h2_T_d,final_k_hyd_ch_T_d,final_k_hyd_pr_T_d,final_k_hyd_li_T_d,final_k_m_su_T_d,final_k_m_aa_T_d,final_k_m_fa_T_d,final_k_m_va_T_d,final_k_m_bu_T_d,final_k_m_pro_T_d,final_k_m_ac_T_d,final_k_m_h2_T_d
35.0,15.170000000000016,loss,1440.0,1440.0,1.0,14.5,21.1,1440.0,1.0,1.0,35.0,308.15,40.0,313.15,external_PI_controller,35.0,40.0,0.5,35.0,0.041666666666666664,1.0,45724.920080298194,0.838412944693014,47322.09078863581,0.0,60655.85654350633,BSM2 dyninfluent column 17 interpolated to PyADM1 time grid,0.0,0.0,0.0,,0.0,0.0,3.58575,0.0035,35.881,0.31,25000,0.11,0.045,2750.0,1024.5,61111.11111111112,188001.43792155,188001.43792155,22.9,411.87065086725585,219.42453888997906,328.7770959761326,18360,18360,6120,19890.0,0.7,0.65,0.874,0.7,1093.5925,765.5147499999999,-13048.23979894517,-13048.23979894517,223228.62082572156,118925.29144427086,40274.51040071655,130892.15880232878,513320.5814730377,527936.9651981338,527936.9651981338,527936.9651981338,527936.9651981338,183.5055519,183.5055519,183.5055519,1657.3889480783482,47322.09078863581,60655.85654350633,67602.9868409083,86651.22363358048,28.55219400582053,61.817346809628184,79.23538578911293,,,0.0,,True,8.314,64000.0,86400.0,308.15,35.0,10.0,8176092.722324121,8176092.722324121,8176092.722324121,8176092.722324121,310.15,328.15,338.15,0.2,0.08,0.012,0.03,0.03,0.014,0.02,0.02,10.0,10.0,10.0,29.6,49.84,5.976,19.94,19.94,12.972,7.96,34.96,14.901316720721828,14.901316720721828,14.901316720721828,30.6,50.24,6.036,20.09,20.09,13.042,8.06,35.06,10.000292959168203,10.000292959168203,10.000292959168203,29.600072274588513,49.840028909835404,5.97600433647531,19.940010841188275,19.940010841188275,12.972005059221196,7.960007227458851,34.96000722745885
