S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2,T_reactor
0.0123944743967985,0.005543161193612,0.1074073478274153,0.0123213121720716,0.0140118888472956,0.0175839562120789,0.0888985979330645,2.5055018981787694e-07,0.0555389869982052,0.0949807485799401,0.0943123583266316,0.1322005637015616,0.1088563119065045,0.0210270163082857,0.0842282200370155,0.0445592223449832,0.320173601818477,0.931374920816045,0.3457075877249677,0.3362299730441064,0.1018706779603794,0.6834877086446868,0.2882589674966249,17.710377169775033,1.8513899139195878e-60,0.0052598065210033,5.479686256201879e-08,0.0122725938798291,0.0139613433004411,0.0175111663716115,0.0886191613070675,0.0854919479401171,0.0094888006398229,0.0018729939570949,0.0924393643695367,1.1013610506844409e-05,1.6530406197035534,0.013567816275758,35.0
