NaOH_multiplier,t_end_d,overall_MAE_pH,high_sp_MAE_pH,up_max_overshoot_pH,up_mean_overshoot_pH,down_max_undershoot_pH,q_NaOH_max_m3_d,NaOH_sat_fraction,q_HCl_max_m3_d,HCl_sat_fraction
1.35,80.0,0.10916820641218904,0.1251688349746053,0.017282582537054836,0.006566268977372267,0.1210636166747987,41.69526762764788,0.0,100.0,0.03280822809530009
1.45,80.0,0.1078607210196764,0.12142195037153915,0.029972877926860875,0.015410705181664954,0.115736239879773,44.784431256960815,0.0,100.0,0.03280822809530009
1.55,80.0,0.10680327036633264,0.11832019518006924,0.08353064849925218,0.060141632602337104,0.11325816986980453,47.87387767929189,0.0,100.0,0.03280822809530009
1.65,80.0,0.1063151805363216,0.11656814349904279,0.13425026304230947,0.11011624417106948,0.11097403310467069,50.95274006324643,0.0,100.0,0.03280822809530009
1.75,80.0,0.10607091267770352,0.11554699462919632,0.18268227694322903,0.1595017282824029,0.1094774162603862,54.045947584343665,0.0,100.0,0.03280822809530009
