target,time,prbs_segment,stage1_pH_sp,stage2_pH_sp,stage1_pH,stage2_pH,stage1_q_NaOH_m3_d,stage1_u_NaOH_kmol_d,stage1_q_HCl_m3_d,stage1_u_HCl_kmol_d,stage2_q_NaOH_m3_d,stage2_u_NaOH_kmol_d,stage2_q_HCl_m3_d,stage2_u_HCl_kmol_d
stage1,14.61458333,8,7.0,7.0,6.957639258287945,7.01072798673892,1.2204842536071543,30.512106340178857,0.0,0.0,0.0,0.0,2.959140565929009,33.438288394997805
stage1,14.625,8,7.0,7.0,6.957709121089327,7.010724890105907,1.2219333089723912,30.54833272430978,0.0,0.0,0.0,0.0,2.961085551024448,33.460266726576265
stage1,14.63541667,8,7.0,7.0,6.95779721754997,7.010720068648171,1.2219333089723912,30.54833272430978,0.0,0.0,0.0,0.0,2.961085551024448,33.460266726576265
stage1,14.64583333,8,7.0,7.0,6.957880366724807,7.010715921234048,1.2219333089723912,30.54833272430978,0.0,0.0,0.0,0.0,2.961085551024448,33.460266726576265
stage1,14.65625,8,7.0,7.0,6.9579612553524965,7.010712005106448,1.2219333089723912,30.54833272430978,0.0,0.0,0.0,0.0,2.961085551024448,33.460266726576265
stage1,14.66666667,8,7.0,7.0,6.958038276682204,7.010708550027426,1.2224259200782888,30.56064800195722,0.0,0.0,0.0,0.0,2.9625070063534085,33.476329171793516
stage1,14.67708333,8,7.0,7.0,6.958120134817531,7.010703850510931,1.2224259200782888,30.56064800195722,0.0,0.0,0.0,0.0,2.9625070063534085,33.476329171793516
stage1,14.6875,8,7.0,7.0,6.958197755432984,7.010699792834006,1.2224259200782888,30.56064800195722,0.0,0.0,0.0,0.0,2.9625070063534085,33.476329171793516
stage1,14.69791667,8,7.0,7.0,6.958273016746271,7.010695965553665,1.2224259200782888,30.56064800195722,0.0,0.0,0.0,0.0,2.9625070063534085,33.476329171793516
stage1,14.70833333,8,7.0,7.0,6.958344661184128,7.010692586901372,1.2224259200782888,30.56064800195722,0.0,0.0,0.0,0.0,2.9625070063534085,33.476329171793516
stage1,14.71875,8,7.0,7.0,6.958413742086323,7.01068950101711,1.2238113141924762,30.595282854811906,0.0,0.0,0.0,0.0,2.9644455934873912,33.49823520640752
stage1,14.72916667,8,7.0,7.0,6.95850019608572,7.010684694503142,1.2238113141924762,30.595282854811906,0.0,0.0,0.0,0.0,2.9644455934873912,33.49823520640752
