time,pH_sp,stage1_pH,stage2_pH,q_NaOH_m3_d,u_NaOH_kmol_d,q_HCl_m3_d,u_HCl_kmol_d,stage1_T_K,stage2_T_K,stage1_V_liq_m3,stage2_V_liq_m3,stage1_HRT_d,stage2_HRT_d,prbs_segment
1.614583333,7.0,7.04748630512312,7.007268489848031,0.0,0.0,0.9595686839162441,10.843126128253559,328.15,308.15,1070.8044,4283.2176,6.0,24.0,
1.625,7.0,7.046150166786723,7.007239628680376,0.0,0.0,0.9897163401584219,11.183794643790169,328.15,308.15,1070.8044,4283.2176,6.0,24.0,
1.635416667,7.0,7.044812116467587,7.007295673164005,0.0,0.0,0.9897163401584219,11.183794643790169,328.15,308.15,1070.8044,4283.2176,6.0,24.0,
1.645833333,7.0,7.0434721855494695,7.007238343573794,0.0,0.0,0.9897163401584219,11.183794643790169,328.15,308.15,1070.8044,4283.2176,6.0,24.0,
1.65625,7.0,7.0421304037032195,7.007322312079685,0.0,0.0,0.9897163401584219,11.183794643790169,328.15,308.15,1070.8044,4283.2176,6.0,24.0,
1.666666667,7.0,7.040786800908075,7.0072592435898295,0.0,0.0,0.9897163401584219,11.183794643790169,328.15,308.15,1070.8044,4283.2176,6.0,24.0,
1.677083333,7.0,7.039441406042455,7.007344557591351,0.0,0.0,0.9897163401584219,11.183794643790169,328.15,308.15,1070.8044,4283.2176,6.0,24.0,
1.6875,7.0,7.038094246346503,7.0072879012439415,0.0,0.0,0.9897163401584219,11.183794643790169,328.15,308.15,1070.8044,4283.2176,6.0,24.0,
1.697916667,7.0,7.036745349436544,7.007374367451848,0.0,0.0,0.9897163401584219,11.183794643790169,328.15,308.15,1070.8044,4283.2176,6.0,24.0,
1.708333333,7.0,7.035394741897994,7.007323538164989,0.0,0.0,0.9897163401584219,11.183794643790169,328.15,308.15,1070.8044,4283.2176,6.0,24.0,
1.71875,7.0,7.034042448745747,7.0074111618236605,0.0,0.0,0.9897163401584219,11.183794643790169,328.15,308.15,1070.8044,4283.2176,6.0,24.0,
1.729166667,7.0,7.032688495431805,7.007365796479429,0.0,0.0,0.9897163401584219,11.183794643790169,328.15,308.15,1070.8044,4283.2176,6.0,24.0,
1.739583333,7.0,7.031332906440518,7.007454645542218,0.0,0.0,0.9897163401584219,11.183794643790169,328.15,308.15,1070.8044,4283.2176,6.0,24.0,
