target,run_days,segments,overall_MAE_pH,overall_RMSE_pH,max_abs_error_pH,settled_fraction_0p05,median_settle_time_0p05_d,max_settle_time_0p05_d,up_max_overshoot_pH,down_max_undershoot_pH,q_NaOH_max_m3_d,q_HCl_max_m3_d,NaOH_sat_fraction,HCl_sat_fraction
stage1,40.0,22,0.0895453257047872,0.23705358082791542,1.4468054479766321,0.9545454545454546,0.3044382639298808,0.9982211103094265,0.0,0.13893378492000785,35.34820749038414,38.87387864851863,0.0,0.0
stage2,40.0,22,0.09302252066593476,0.266756416346359,1.3969177375187147,0.9545454545454546,0.34893361471317164,0.6648877703094236,0.009002958477916323,0.0,48.30199965217776,100.0,0.0,0.02343139807341838
