segment,start_d,end_d,duration_d,pH_sp,direction,pH_start,pH_end,pH_min,pH_max,overshoot_pH,MAE_pH,RMSE_pH,final_abs_error_pH,settle_time_to_0p05_d,q_NaOH_max_m3_d,q_HCl_max_m3_d,NaOH_sat_fraction,HCl_sat_fraction
101,181.6476737862746,183.92783842782532,2.2801646415507264,8.4,up,7.011515553524855,8.381194055186075,7.011515553524855,8.476058325305864,0.07605832530586376,0.11509656205966397,0.3355092603847129,0.01880594481392528,0.26899291372541256,49.22436014625104,9.436243288573234,0.0,0.0
102,183.92783842782532,185.3927536127322,1.4649151849068858,7.0,down,8.381261609998145,7.01074044610481,6.952258344859806,8.38166745833181,0.047741655140193906,0.15449152532947813,0.38731775289206,0.010740446104810175,0.6554948721746712,1.6928336516116955,100.0,0.0,0.08571428571428572
103,185.3927536127322,187.31030496044815,1.9175513477159427,8.4,up,7.010742604307512,8.378599714978273,7.01065755950238,8.471613359381417,0.07161335938141633,0.1408664810346395,0.38074130268767276,0.021400285021726972,0.2634963872677929,49.26359653808056,8.88477466625175,0.0,0.0
104,187.31030496044815,190.2032494684552,2.892944508007048,7.0,down,8.378676806682535,7.007712813779844,6.95508706016401,8.379138708107396,0.04491293983599043,0.0809106004878077,0.2741221252700419,0.007712813779844119,0.6271950395518502,1.5925324692642666,100.0,0.0,0.04316546762589928
105,190.2032494684552,190.93975145588897,0.736501987433769,8.4,up,7.007662862771502,8.36865758852441,7.007557108578348,8.489444211123644,0.08944421112364331,0.2071553090685727,0.45710651051540724,0.031342411475590026,0.22383383154479475,49.37353297920225,11.09697503229323,0.0,0.0
106,190.93975145588897,193.0832776327623,2.143526176873337,7.0,down,8.368742771893801,7.00832234109774,6.909410299705675,8.36917094781476,0.09058970029432523,0.0903949567283927,0.29955335278968287,0.008322341097739994,0.3623318441110257,3.212148650844383,100.0,0.0,0.05853658536585366
107,193.0832776327623,195.20257791205148,2.1193002792891775,8.4,up,7.008249479848657,8.380419518518801,7.008140561160193,8.499908115503402,0.09990811550340162,0.08804887550194987,0.26891877507748735,0.019580481481199286,0.2292223672376963,49.35284479481133,12.395188568795511,0.0,0.0
108,195.20257791205148,195.92873850067107,0.7261605886195923,7.0,down,8.38049035991226,7.033526013981766,6.911560329855714,8.380773390129209,0.088439670144286,0.2434928690912433,0.49284144193036594,0.033526013981766134,0.6099220879485188,3.1359124294717,100.0,0.0,0.17142857142857143
109,195.92873850067107,197.75777714402545,1.8290386433543802,8.4,up,7.035343815675762,8.378168670284795,7.035343815675762,8.48121353833942,0.08121353833941924,0.11294992154215747,0.31982216807011493,0.021831329715205072,0.23792819932893394,48.12647900931802,10.075829345634403,0.0,0.0
110,197.75777714402545,199.2363848633194,1.478607719293933,7.0,down,8.378245934991284,7.010499181999738,6.945734640243667,8.379094477508334,0.054265359756333176,0.19741248778347034,0.46232587709839973,0.010499181999738205,0.6797228559745463,1.9241525423151205,100.0,0.0,0.08450704225352113
111,199.2363848633194,200.2156164627181,0.9792315993987017,8.4,up,7.010393583119946,8.371281253071325,7.010281576263226,8.473823368652841,0.07382336865284067,0.12121021831739227,0.31329130667643323,0.028718746928674932,0.1802818366806207,49.27692823087195,9.158961417949198,0.0,0.0
112,200.2156164627181,201.3027156356805,1.0870991729624109,7.0,down,8.37138441483901,7.011542335945655,6.940294547485079,8.371694162447579,0.059705452514920765,0.14743143411100187,0.3756283683099655,0.011542335945654791,0.35730023728191895,2.1170484958086333,100.0,0.0,0.11428571428571428
113,201.3027156356805,204.1401917917599,2.83747615607939,8.4,up,7.01131244593775,8.384621236657061,7.009966870174489,8.477879425561781,0.07787942556178074,0.08089398209855266,0.26361028417451327,0.015378763342939195,0.23895106431950808,49.28808714557265,9.6621796998551,0.0,0.0
114,204.1401917917599,205.9803348916395,1.8401430998796116,7.0,down,8.38467563156991,7.010229451114721,6.954763777357833,8.385217459941893,0.04523622264216698,0.1597839367241478,0.4039374110158771,0.0102294511147214,0.9118915082401031,1.603995499016295,100.0,0.0,0.06779661016949153
115,205.9803348916395,206.91445064228665,0.9341157506471518,8.4,up,7.010195276961215,8.37078193249073,7.010155844388444,8.470537911554917,0.07053791155491673,0.12665928225456125,0.3227758206426265,0.029218067509269474,0.17591510836049906,49.281386458138805,8.751348282036647,0.0,0.0
116,206.91445064228665,209.74679189198895,2.8323412497022957,7.0,down,8.370884805007314,7.007766689435831,6.945649198272052,8.371709701756108,0.05435080172794837,0.08790315342817745,0.29855480364362347,0.007766689435831253,0.40846605771335476,1.9271821617195068,100.0,0.0,0.04411764705882353
117,209.74679189198895,210.6099078342744,0.8631159422854466,8.4,up,7.00770125671945,8.370157878182507,7.00770125671945,8.493637829050789,0.09363782905078821,0.11562416542627123,0.2910788881146634,0.02984212181749335,0.18029140801104404,49.36842174408987,11.617259943389094,0.0,0.0
118,210.6099078342744,211.40588479387836,0.7959769596039621,7.0,down,8.370259170286507,7.017587514639083,6.90401535163854,8.370360540929372,0.09598464836146015,0.15812377616159706,0.37903305877496624,0.017587514639083146,0.3275921657256049,3.403443854371053,100.0,0.0,0.15789473684210525
119,211.40588479387836,212.52690051218744,1.1210157183090814,8.4,up,7.016259067988514,8.371811729672528,7.005125201679943,8.491171312865731,0.09117131286573077,0.2092128074491208,0.47602216448875856,0.02818827032747251,0.2711985061216353,49.4597640456183,11.31124943495615,0.0,0.0
120,212.52690051218744,213.11322999434424,0.586329482156799,7.0,down,8.371912253135768,7.04808437647561,6.913040586301028,8.372818195599658,0.0869594136989722,0.405146544233448,0.6822551338182627,0.048084376475610036,0.4105994878125614,3.083425185024813,100.0,0.0,0.21428571428571427
121,213.11322999434424,215.29630105390865,2.183071059564412,8.4,up,7.051383915609517,8.381087183648663,7.051383915609517,8.48374104222995,0.08374104222994916,0.06504593712775471,0.20043850660045248,0.018912816351337014,0.17843670565576986,47.70909514153836,10.389406347598932,0.0,0.0
122,215.29630105390865,217.70515570717325,2.408854653264598,7.0,down,8.381154835228038,7.0083426455347535,6.94391937970772,8.381627343966473,0.056080620292280337,0.10308071809984645,0.31482149181881824,0.008342645534753501,0.6516156460913578,1.9885184322841705,100.0,0.0,0.05194805194805195
123,217.70515570717325,220.45009862661607,2.7449429194428205,8.4,up,7.008301830339976,8.384266207443735,7.008182237149227,8.48502949736938,0.08502949736937992,0.07239126764623234,0.23826707852681364,0.015733792556265058,0.221927592826745,49.35136703882458,10.549259672178298,0.0,0.0
124,220.45009862661607,223.1675145888736,2.717415962257519,7.0,down,8.384322866799451,7.007612840039508,6.942754719407705,8.384549118189582,0.05724528059229517,0.07816916713219715,0.2575029555610268,0.007612840039508129,0.831151373383932,2.0298152022175064,100.0,0.0,0.04597701149425287
125,223.1675145888736,224.3104437929788,1.1429292041052008,8.4,up,7.007618680664803,8.372133218272632,7.007421560516409,8.487526886815747,0.08752688681574661,0.18289910972448228,0.4359276394257387,0.02786678172736856,0.25956871112640556,49.37833927089838,10.85910049903666,0.0,0.0
126,224.3104437929788,225.26208261558048,0.9516388226016943,7.0,down,8.372233792973152,7.00688821879918,6.919146344481824,8.372837752003704,0.08085365551817603,0.21054459194472466,0.47152640865700546,0.006888218799179668,0.5749729070212197,2.866925926951265,100.0,0.0,0.13043478260869565
127,225.26208261558048,227.99319215077875,2.7311095351982715,8.4,up,7.007422570581499,8.383810473509193,7.007422570581499,8.484607397286176,0.08460739728617561,0.10414157369449228,0.3180573025041546,0.016189526490807182,0.2795840844195254,49.18839518831643,10.496891452641185,0.0,0.0
128,227.99319215077875,229.26297934786652,1.2697871970877657,7.0,down,8.383869515104397,7.012153511762429,6.94220704122647,8.383869515104397,0.05779295877352997,0.11046383399695019,0.28052200317688325,0.012153511762429403,0.777641149221239,2.049234890385528,100.0,0.0,0.09836065573770492
129,229.26297934786652,231.4312798699914,2.1683005221248948,8.4,up,7.012009466841761,8.380378247088087,7.010332248183733,8.471024048474028,0.07102404847402788,0.12697421387775376,0.35814981506482785,0.01962175291191315,0.2682706521334808,49.275131495254485,8.811661288165071,0.0,0.0
130,231.4312798699914,231.9508378988816,0.5195580288901738,7.0,down,8.38044875836849,7.054583384875477,6.958619849955391,8.38087105486287,0.04138015004460893,0.3819286254854673,0.6463157078486934,0.054583384875477314,,1.467266065630809,100.0,0.0,0.24
131,231.9508378988816,233.9924180284128,2.041580129531212,8.4,up,7.058094481892085,8.37993120367544,7.058094481892085,8.467334902890238,0.06733490289023791,0.08815077330986255,0.2649027587919804,0.020068796324560267,0.20541210111841224,47.12834619559439,8.35396418379662,0.0,0.0
132,233.9924180284128,234.9300752851932,0.9376572567803976,7.0,down,8.380004273096814,7.030025258519785,6.981182763026782,8.380004273096814,0.018817236973218243,0.14828241184823313,0.32708569898698436,0.030025258519785325,0.7679986715872076,0.6672255472726007,100.0,0.0,0.13333333333333333
133,234.9300752851932,235.5351038763409,0.6050285911477147,8.4,up,7.029240006436673,8.36796548814542,7.022758909381908,8.449505503303266,0.04950550330326564,0.2946931179002632,0.5684746218439294,0.032034511854579506,0.18450801480679502,48.83450432823076,6.141943980679069,0.0,0.0
134,235.5351038763409,238.15877295451057,2.6236690781696552,7.0,down,8.368001047970436,7.009282675662295,6.975984407523287,8.368295775493694,0.024015592476713365,0.09482906188908974,0.3096771773625704,0.009282675662294793,0.40239612365908783,1.217378907936418,100.0,0.0,0.047619047619047616
135,238.15877295451057,239.3260017871877,1.1672288326771252,8.4,up,7.009255490690824,8.372350613764818,7.009041796766418,8.483862937603188,0.08386293760318786,0.19092601454646083,0.4496978198015777,0.02764938623518276,0.2578937454894401,49.32088859308837,10.404529404713406,0.0,0.0
136,239.3260017871877,242.26709916441013,2.941097377222434,7.0,down,8.372451220606386,7.00696764296948,6.925454385011838,8.37285388274854,0.07454561498816226,0.06499944255493535,0.24348823857097396,0.006967642969479826,0.5594149128123149,2.6432540987840105,100.0,0.0,0.0425531914893617
137,242.26709916441013,243.914956816138,1.6478576517278611,8.4,up,7.006915536344256,8.376364953377562,7.00675038784087,8.50074214509296,0.1007421450929602,0.15957453986104514,0.40872548628913896,0.023635046622437983,0.2954008355898736,49.4021378528256,12.498663186272225,0.0,0.0
138,243.914956816138,245.35429140340295,1.439334587264966,7.0,down,8.37644979465233,7.007985235416646,6.903407391145446,8.37712786901745,0.09659260885455367,0.16558352243943883,0.4191978739796981,0.007985235416645864,0.62670988386202,3.425001045434852,100.0,0.0,0.08633093525179857
139,245.35429140340295,246.7142545667758,1.3599631633728393,8.4,up,7.007750115648139,8.374720840637973,7.007521440909428,8.491629281270834,0.09162928127083347,0.09436619624182557,0.26365622494079793,0.02527915936202696,0.19779189659703889,49.37479769091039,11.368067689521318,0.0,0.0
140,246.7142545667758,249.05406052846908,2.339805961693287,7.0,down,8.374813026159362,7.0075131219368965,6.915829113625546,8.375090906316693,0.08417088637445413,0.07426842118791456,0.2573325640506445,0.007513121936896461,0.5669954332242071,2.984548996515616,100.0,0.0,0.05333333333333334
141,249.05406052846908,250.4366155049596,1.3825549764905247,8.4,up,7.007444875534348,8.374411504188288,7.007308054414534,8.497662628181134,0.09766262818113347,0.1448051444933145,0.37585087034263615,0.02558849581171252,0.24802277153091268,49.38236399413751,12.116600201393007,0.0,0.0
142,250.4366155049596,252.02728348983135,1.590667984871743,7.0,down,8.374504230706277,7.00866061749888,6.905077705496766,8.375060515384094,0.09492229450323375,0.13145288829983717,0.36638687321912805,0.008660617498880363,0.5946344950403954,3.3657746877733685,100.0,0.0,0.0784313725490196
143,252.02728348983135,254.64899021324945,2.6217067234181,8.4,up,7.00860312041712,8.383246508913809,7.007781175475035,8.494750195485077,0.09475019548507646,0.10212697631664251,0.31200837450685986,0.01675349108619173,0.27479981016864485,49.36558796804143,11.755266667278626,0.0,0.0
144,254.64899021324945,257.26898189761374,2.619991684364294,7.0,down,8.383306011035106,7.0074522165890105,6.925917808988327,8.383839870288265,0.0740821910116729,0.10665293968386229,0.32669338728186303,0.0074522165890105185,0.8718430867505447,2.626821913932832,100.0,0.0,0.04780876494023904
145,257.26898189761374,258.75027359259843,1.4812916949846908,8.4,up,7.007410635756586,8.37509331428815,7.00720519865825,8.49113093956489,0.0911309395648896,0.17418147115962565,0.43054316953961597,0.02490668571184962,0.2831014023862508,49.386011075182125,11.306240485737664,0.0,0.0
146,258.75027359259843,261.0187146446787,2.268441052080277,7.0,down,8.375181698559805,7.007802192241064,6.918514606250249,8.376155188815886,0.08148539374975083,0.12801141853622536,0.3723425076171736,0.007802192241063821,0.666393107401575,2.889326234068375,100.0,0.0,0.055299539170506916
147,261.0187146446787,262.03035461235504,1.0116399676763308,8.4,up,7.007751764507733,8.370557263858778,7.007597204105318,8.495304847412536,0.09530484741253531,0.24357331592287793,0.521665976968566,0.02944273614122217,0.28336865532128286,49.37211126357183,11.82408004841646,0.0,0.0
148,262.03035461235504,264.44789377351754,2.4175391611624946,7.0,down,8.370660164834971,7.008090399884939,6.903147300320839,8.371588714181485,0.09685269967916099,0.10561901388963126,0.33483170536278734,0.008090399884938648,0.605062087644967,3.4342234006103856,100.0,0.0,0.05172413793103448
149,264.44789377351754,265.1515138232773,0.7036200497597633,8.4,up,7.008092006190221,8.36826695676735,7.007958737446924,8.502547408739082,0.10254740873908119,0.2334250341311623,0.49358861986388836,0.03173304323265036,0.239606226482465,49.359291938287576,12.722634814576026,0.0,0.0
150,265.1515138232773,267.8835861144261,2.7320722911488247,7.0,down,8.368349840030229,7.007026079340719,6.884847305015177,8.369103084990709,0.11515269498482272,0.09240100073580165,0.3140338746053492,0.007026079340718638,0.40056947672269416,4.083108484020052,100.0,0.0,0.04580152671755725
151,267.8835861144261,268.77451694795093,0.8909308335248056,8.4,up,7.007054919436236,8.369258456906582,7.006939169540334,8.510533167417693,0.11053316741769237,0.28558112265152436,0.5719387560804068,0.030741543093418144,0.303913885573877,49.39544399161106,13.713395016462837,0.0,0.0
152,268.77451694795093,271.3969829113144,2.6224659633634815,7.0,down,8.369358463134349,7.006862130595174,6.871601438329539,8.37026511409987,0.12839856167046104,0.09598595902036329,0.3204574097691732,0.00686213059517371,0.4025663520490639,4.552783211558618,100.0,0.0,0.047619047619047616
153,271.3969829113144,273.0162493143512,1.6192664030368178,8.4,up,7.006869668457507,8.376131557810327,7.006683780675242,8.512894942583829,0.1128949425838286,0.15283491791630338,0.3957668992844308,0.023868442189673544,0.2905170886855899,49.40449962371691,14.006410737896998,0.0,0.0
154,273.0162493143512,274.2156830489764,1.1994337346251882,7.0,down,8.37621664308396,7.008209222213837,6.880489789109971,8.377066551944623,0.119510210890029,0.22129264062928472,0.4949089911970129,0.008209222213836576,0.6504173856487796,4.237618199699265,100.0,0.0,0.10434782608695652
155,274.2156830489764,274.7614276580905,0.545744609114081,8.4,up,7.007267283557263,8.367842397533336,7.004480719162531,8.497624571055477,0.0976245710554764,0.2403946001164378,0.49162800334157497,0.03215760246666477,0.2114002510235764,49.48261624230368,12.11187861049392,0.0,0.0
156,274.7614276580905,276.2877363341063,1.5263086760157876,7.0,down,8.367866407390808,7.008328276554525,6.892435668943986,8.368122389199659,0.1075643310560137,0.16828016160496162,0.4353116672069552,0.008328276554524727,0.41565564190949544,3.81403867943028,100.0,0.0,0.0821917808219178
157,276.2877363341063,277.7699562066725,1.4822198725661906,8.4,up,7.008412235990916,8.375127558125111,7.008412235990916,8.50156765203754,0.1015676520375397,0.15527291399601734,0.3973486569712951,0.024872441874888906,0.27476366589371537,49.318380955264224,12.601080434274111,0.0,0.0
158,277.7699562066725,279.37709067772414,1.6071344710516655,7.0,down,8.375216338647066,7.009542003118331,6.899602875639298,8.376103537251332,0.10039712436070225,0.1663219624536678,0.42614769524925106,0.009542003118331088,0.6467104933275323,3.559902356626818,100.0,0.0,0.07741935483870968
159,279.37709067772414,280.0,0.6229093222758593,8.4,up,7.009441600543566,8.367813201383743,7.008236155095236,8.495719154143774,0.09571915414377408,0.3969374219414708,0.6861486627998048,0.03218679861625695,0.2999926222758518,49.349455204952,11.87548137886044,0.0,0.0
