S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2
0.0123945,0.00554316,0.107407,0.0123213,0.0140119,0.017584,0.0889,2.51E-07,0.055389,0.0949792,0.0943124,0.132201,0.108856,0.021027,0.0842282,0.0445592,0.320174,0.931375,0.345708,0.33623,0.101871,0.683488,0.288259,17.7104,4.47E-54,0.00525981,5.46E-08,0.0122726,0.0139613,0.0175112,0.0886198,0.0854919,0.00948677,0.001884,0.0924402,1.10E-05,1.6535,0.01354
